,userName,date,rating,review,title,isEdited,Company_name
116,A.zark,2020-04-10 23:14:32,2,"As I was ordering, it said my order would be ready by 6:20 which I was okay with. Upon submitting my payment and having the order go through, it said my order would now be ready at 6:45. If I knew it was going to take 45 minutes to have my order ready I would have gone elsewhere. I don’t ever have an issue with the food, but a 25 minute difference is a bit misleading when I’m hangry and trying to get something quick. Disappointed.",False info,False,Panda Express
117,zizzlizz,2020-12-10 09:20:21,3,"App works fine, I just wish there were more deals or points if you order by app. I just don’t see the benefit of using the app if I can just order there. Also for some reason if I have to call the store after placing an order on the app the store will not answer the phone. I don’t know if that’s more so the stores problem or if it has to do with the app but it’s kind of a bummer.",Need benefits with app,False,Panda Express
118,NW Shopper,2019-07-10 01:36:23,1,"I used this app because I had a free chicken bowl offer from t-mobile.  To use the offer, you have to place an order for future pickup.  I have a long commute home and never know how long it will take to complete it, so I couldn’t place the order until I got very close to the Panda Express. Now the app tells me it will be 30 minutes to get my order!  Considering that I could walk in now and have my food in less than 5 minutes, this is absurd.  I will never use this app again and would not recommend this service for anybody.",Horrible delays when placing order,False,Panda Express
119,Trinebeane,2020-10-06 16:19:17,1,"This app is useless, plain and simple. When you select your meal (1 side 2 entrees etc.) the only option that shows is add to order. However, when you click that, it comes up with an error messages stating you need to choose a option for 1 and 2 in step 1. There is no step 1 available. If you choose a kids meal the only option you can choose is a drink in step 3, no step 1 or 2 ever appears. What purpose does this mobile app really serve if you can’t even use it? Very disappointing.",Completely Useless,False,Panda Express
120,matty dragon,2020-03-25 17:49:32,5,My whole family and I go to Panda Express all the time and we are in this crisis right now and they are doing an amazing deal with lots of food to last multiple days or feed a huge family and it’s a great place to eat and the lady’s and gentlemen that serve us are always amazing thank you,Amazing food,False,Panda Express
121,tiffcat813,2019-01-23 00:08:43,1,"Placed app order for Family feast, time automatically gave me 15 min window, as soon as I paid, the time switched to a 45 min window! I drove to the store(only took 10 mins) Store didn’t even have the order yet.  Manager said she couldn’t make my order until the order came they their system even though she looked at my app to see my paid order on my app.  The order came thru 10 mins after i got there and they made it...Get this app together!  What’s the point in using it if i can order faster in the store?",Takes too long for app to communicate with store,False,Panda Express
122,shidisridiculous,2020-04-05 23:01:01,3,I first tried to use this app about 3 weeks ago. It wasn’t loading properly and never processed my payment/order. It was very frustrating and took 20 minutes with no results. Today I tried again and I’m pretty disappointed that the only methods of pay are credit or gift card. Other restaurant apps have Apple Pay which is my preferred method of payment.,It worked this time,False,Panda Express
123,prang956,2019-06-23 21:19:34,1,"WORTHLESS APP AND COMP WASTE OF TIME. 
I ordered by using the app with ample time, 20+ minutes. Got to the establishment exactly at the time the app advised me the order was going to be ready. I arrive at the window and the employee tells me “we will start working on your order, park in the front and the order will be taken to you when ready”. 
Waste of time to order w the app if I still had to wait 10+ extra minutes in the parking lot for my order. I thought the point of ordering on the app was supposed to ease the waiting time and have the food ready when the customer arrives.",Ordering w App,False,Panda Express
124,Hya57,2019-01-21 21:18:27,3,"I’ve used this app many times and it’s always worked without any glitches. The only problem I’ve had has been the last 2 times I tried to use it Super Greens has been removed as an option for a side. Boo! So then I have to call in the order which is clumsy,  and then they try to tell me that it’s easier for me if I use the app. I agree it would be easier, but I can’t order my super greens. Please bring back this option!!!",Great app except...,False,Panda Express
125,priceconscience,2021-01-15 03:05:43,1,"We used to go to the Panda Express in Buckeye Az twice a week.. Then my wife’s orange chicken started getting real spicy like the Kung Pau chicken.. We finally went back tonight for dinner.,,My wife got the orange chicken and beef and broccoli.. The orange chicken was good but the beef and broccoli had about 3 pieces of beef.. I got the spicy chicken breast and spicy angus beef.. The chicken was a little skimpy and the angus beef was non existent.. VERY DISAPPOINTED.. Just beware of that when you go thru the drive thru.. I don’t know about the rest of the locations, But this has happened more the once at this location",Terrible portion control,False,Panda Express
126,usually irritated,2020-03-31 03:23:30,4,"Great app, easy and efficient BUT Missing a few menu items like rangoons and no place for a remark to add it or tell them not to give me wrong thing like last time when I added them at the door and got more egg rolls. Fortunately they were fresh and good. But quick and efficient overall. Appreciate the effort. Note: Kung pao suddenly so spicy it’s inedible- burns your tongue.",Efficient $”& easy to USA app,False,Panda Express
127,CiCi;),2021-08-28 22:58:23,2,"No one seems to be able to quickly find my mobile order and I’m constantly getting promo emails. There is no option to update my account info on the app or the web from my phone. The only option is to cancel the account and only thru contacting customer service? Why can’t I update my own profile?! 

Are account options deactivated because I sign in with my Apple ID?",No account update options/privacy punishment?,False,Panda Express
128,rbfastring,2020-12-31 00:09:57,4,"The app is well designed and responsive, and I really like that you can place an order with a specific pickup time (as opposed to “tap this button when you get here” on other apps). The ONLY thing that bothers me is that I had to put in my card info manually, an Apple Pay option would get this app to 5 stars!",Please add Apple Pay support!,False,Panda Express
129,Calculator app,2020-05-10 00:19:40,1,There is always a problem when trying to place an order on this app. It does not let you select a pick up time without giving you an error message that tells you to select a different pick up time. The app also has an issue with delaying an order when you are running late. Why have an option to delay your order by 10 - 30 mins if it is only going to give you another error message telling you select a different pick up time.,Ordering,False,Panda Express
130,MaisLMor,2020-05-01 00:32:54,1,"Placed my order online and the app said it’d be a twenty minute wait and when we pulled up to panda about 10 minutes later I checked the app, it added 30 minutes to our wait time. Wouldn’t have ordered if I knew the actual time I would have to wait. I’m Standing out here still waiting while people are coming and ordering and leaving with their food. Definitely won’t use the app next time seeing as people that are showing up 20 minutes later than me are being served first.",Overland panda,False,Panda Express
131,Kmmatney,2020-04-12 23:29:49,2,"I don’t see how this app has so many good reviews.  The UI is sluggish to the point of being unusable.  The window would often not scroll, then it would try to catch up, and put you in a strange place, such as confirming your order, before you have ordered anything!   I have experience with other casual fast food apps that work much better.  You should take a pass on this one.  You do not get any loyalty points, so no reason to use the App.",Unusable App,False,Panda Express
132,givinitachance,2020-05-29 00:53:30,1,"The restaurant isn’t open except for one person to order in the breezeway at a time. If you order through the app, you don’t know when your order is ready. They keep adding items to the ‘pick up’ shelf and you have to go inside to check if it is yours each time they add something. There are at least 10 cars waiting for food. Someone just came and ordered in the front lobby and got their food in 1 minute and we have been waiting 20 min.",There are better ways to do curbside,False,Panda Express
133,landingwell,2020-05-06 18:33:34,3,"Every 4-5 seconds the app freezes for 5 seconds. Maybe it caught the last few characters or selection you made, maybe not. Really annoying when otherwise everything else is great. You will miss the first available checkout window. If adding a payment method, give yourself 10 minutes to order anything. 5 stars if this is fixed.",App chunks,False,Panda Express
134,Cumpig,2020-05-01 02:40:22,1,"WARNING!  THIS APP STEALS MONEY AND PANDA EXPRESS WILL DISAVOW PAYMENTS MADE THROUGH THE APP.

According to Panda Express management, this app is NOT developed by Panda Express, but rather a third party.  It will take any gift card information and drain the card before shutting down and not processing your order.  Management claims that it is helpless to do anything, and that this is a chronic problem with the app.  Nothing is being done to fix it.  SO BEWARE -- DO NOT USE GIFT CARDS WITH THIS APPLICATION!  The money will be taken from the gift card and you will not get your food.",WARNING! This app will drain gift cards and will not provide a receipt!,False,Panda Express
135,Little1010,2020-04-30 19:56:07,2,"My 2 star review is because about 50% of the time that I try to order through this app I get an error message that tells me the app is down and to please try again later. Then if you call to try to place the order via phone, I am told that they only take online orders or in person orders. When that has happened, I have just spent my money elsewhere at restaurants that will take a phone order and deliver.",Great app when it works,False,Panda Express
136,Hhill3rd,2020-01-05 03:34:23,5,When I placed my order after attending church this evening; I loved the ability of going directly to the online order pickup and getting my prepaid dinner.  When I walked into the Panda restaurant there was a line approximately thirty feet long waiting to place their order to the clerk. I was in and out with my dinner in two minutes. BEAUTIFUL!,No Long Lines To Stand And Wait,False,Panda Express
137,Sandieb33,2021-06-22 01:35:39,1,"This app is the worst! It never seems to work. The website ordering does not work either! 
Such a huge company and they can’t fix their on line ordering. We eat at Panda Express a lot and being able to pre order is so helpful. Unfortunately it did not work right pre covid but you would have thought they would have fixed it during covid. 
 Let’s hope they make it a priority soon. This in no way reflects the employees, I’ve always had good service.",Horrible app do not recommend at all,False,Panda Express
138,Customer409,2020-04-07 08:45:08,1,"I ordered from the app for a restaurant pickup but somehow my order was sent to door dash as a delivery. I went to the restaurant to pick up and while I was waiting, the delivery driver picked up my food and drove it to my apartment. The restaurant was almost hesitant to remake my food, so while on the phone with the driver, he had to turn around and bring it back. The driver didn’t even have my full address, just my billing address. Very worried about this glitch and now I won’t ever be using it again.","Ordered for pick-up, but food got delivered",False,Panda Express
139,Gredur,2019-10-09 18:45:30,1,I placed my order on the app as I have in the past. The order was not ready when I got there 8 minutes later. There was nobody in line. The employee looked at my phone and told me it wouldn’t be ready until the time given. That was 5 minutes longer than when I placed the order. And she was unable to even pull up the order. Nobody offered to make the order now even though there were no customers. I was just told to come back later. I did only because you already charged my card.,Built-in poor service,False,Panda Express
140,Passion2017,2020-04-22 22:12:15,5,I only had to wait 15minutes for my family entree that I placed online that was good customer service to me and my family. We will definitely use the app to order our food again we like it a lot. Panda Express please keep up the great customer service!!,I like this app!!,False,Panda Express
141,adgjl98,2019-04-08 00:38:12,1,"I placed an order online thinking it would be quicker just like the app described since I live a good twenty to thirty minutes away from the nearest location. However, when I arrived they made me wait for another thirty minutes since the app decides your time of pick up. Place was not even busy and yet they made me and my family wait. Pretty sure it would have been quicker to stand in line and order there. Not using the app again unless I have an hour or more to wait doing nothing at a table while they attend other people first.",Not worth it.,False,Panda Express
142,C-Dubs,2020-04-26 22:41:57,3,"The app is better than many but it still has little quirks that make it frustrating to use quickly. Especially with login and and payment- if they allowed Apple Pay I think they’d have more traction on this. Also missing login with Apple. Anyway, you’ll eventually get your order in, and it works, but it’s not enjoyable getting there.","Not bad, but not great",False,Panda Express
143,moduke,2020-12-20 01:47:07,5,"The app works well and looks good, however some options are missing in the app even though they are present on the website. For example, white steamed rice was missing from all of the side options.",Missing options,False,Panda Express
144,Marks fish,2020-02-18 04:31:40,1,"I previously deleted this app because it was so wonky and useless but I reinstalled it today thinking that the new version would be better. Well it’s not it all took me over half an hour for a simple order, and then when my friend went to pick it up they didn’t have the order apparently you didn’t send me a confirmation they asked for the order number and the confirmation and it was pretty hellish trying to find this information especially never when I got the confirmation email. Very annoying.",Worst wonky app,False,Panda Express
145,T. Coffield,2021-05-04 01:23:50,1,"The app is okay it is the franchisees that are trash for hiring incompetent works. Placed an order, order portion was completely incorrect. I sent an email to PE headquarters, received a vague response about informing the franchisees about the issues. Franchisees may speak with the employee. How does that help me, I need my check adjusted. This is not the time to be giving money away. Adjust my check amount. Sidebar; it hurts my heart to no longer use PE, the food is so good but the attention to detail is a big disappointment.

Update: I received a email response from corporate. 
“ Thank you for reaching out to us. We have not nor will we be processing a refund of any sort for this order at this time. If you would like to be reimbursed please contact your bank for further assistance. 

Thank you,

Guest Care.”",Attention to detail is a must.,False,Panda Express
146,JacobFeba,2020-09-27 03:05:47,1,"Ordered online and received confirmation on pickup and when I reached Panda Express then they said wait in the car and we’ll bring to car. Waited for ~25 mins outside in car and no updates. When I went in they said we could not find your order in system. When I asked why didn’t you inform me I was waiting outside for 25 mins then have no answer. No apologies or sorry, terrible. Finally called their customer care to get a refund. Never again!",Terrible online order experience,False,Panda Express
147,viva aves,2020-08-15 22:55:29,1,"I’ve tried with this app. Both times I ended up having to wait over a half hour after the food was promised, because they lost the order among other online orders. I’ve been told I ordered from the wrong location, I’ve been told I never placed the order (despite having a screenshot of the order number and location). Eventually I get a, “Sorry about that” and told that app orders are “sometimes lost”. I will not use the app again.",Lost order both times when using the app,False,Panda Express
148,repgtx,2020-06-14 01:11:07,1,"I used the Panda Express app with no issues within the last few months. However today presumably after an updated version was installed, I was not able to make an online order at all. After entering the credit card info and pressed the option to order it would just scroll back at the top and do nothing. I repeated the process several times with no success. Please fix it! We are still in quarantine...",Latest update has checkout issues,False,Panda Express
149,Hungry Dana,2020-06-02 18:48:25,1,"The way the app works and that it sets time out is crazy especially for an area that is small and not busy! Food is already made and ready to make per order but they wouldn’t make it right then instead send me away saying to come back when my time was set for, 30 minutes later! I could have ordered my food in the drive thru and been eating instead of typing this BAD review! For other food places I recommend the app but NOT Panda!! If could give NO stars I would.",Time ofPick-up,False,Panda Express
150,DJ Vaughn,2020-05-03 01:58:43,3,When I arrived on time I was told to wait outside when my food was ready for pick up. I ended up waiting 10 min while the grub hub guy got his order. They could have just handed me my food when I arrived. The policy is only 2 at a time but she kept calling order #’s for people who did not pre order. So I never even was asked if my order was for pick up.,Needs a better system,False,Panda Express
151,sdstortx,2021-08-18 00:00:45,3,"I live right down the road from Panda Express but every time I try to get it delivered it’s not available. I’ve tried at friends houses nearby as well. Clearly there is no delivery so I’m not why sure why they show it. Maybe because they have it in other areas? Still think when I selected my store they should say they don’t deliver. 

Gets my hopes up every time :(","Great food, problematic app",False,Panda Express
152,Fromtheashes903,2019-10-25 03:36:45,5,"I love this app! Though not all locations are included, I have found ordering through this app to be such a time saver and oh so easy. Build a meal options or recommended meals are intuitive and easy to navigate. Pay in the app and then just pick up at the location. Definitely worth it",So convenient,False,Panda Express
153,Redritr,2020-04-05 01:38:01,2,"It’s very difficult to order what I want on the web site. When I order in store I get: a double Orange Chicken, double Angus Steak, double fried rice and a double chow mein. And it costs less than 20 dollars. 
I can’t even begin to place as order like that on line, end up ordering ala cart and it costs 36 dollars. 
The problem may be that I don’t understand how to use the web but there is no support for questions regarding ordering. 
Very poor set up!",Web Site Problems,False,Panda Express
154,Miss_misery13,2020-02-25 03:42:58,2,"Every time I use this app to order, it always takes forever to register my taps or swipes on the screen. It takes at least 5 seconds to register my tap, if it even registers it at all. I’ve never had this problem with any other app before. It’s takes 3-4 times longer to make an order than it should. The only reason I still use the app to order is because I prefer ordering ahead. It’d be nice if this problem could be fixed.","It works, but barely.",False,Panda Express
155,Ash Ballejos,2019-07-31 03:07:12,2,I thought ordering on the app would save me time and be a lot faster for a better customer service. I was already on my way to Panda. I completed my order and I get a notification stating that my food was not going to be ready until 8:35!!! I placed the order at 8! As I walk into Panda and there is 1 person standing in line. If it wasn’t for the manager being able to locate my order I was told I would’ve had to wait a half hour for my food. This system is so dumb.,Wait time!!!,False,Panda Express
156,FazizzleKC,2020-05-23 02:59:40,2,"This app was great the first time we used it. Now it won’t accept our payment despite there being nothing wrong with our card, the number or the account. It says something about not being able to confirm if the card went through, so check email or call the store. The store never picks up, there’s no email, and our account shows no activity. 

Fix it!",App doesn’t accept payment,False,Panda Express
157,AttorneyPerson,2021-08-16 18:56:29,1,"Seriously, I order from this store about 1 time per week because of convenience. However, their app is terrible. It remembers nothing!!! I have to reload all information every time. It logs me out in the middle of an order. It makes me order through the online portal. Constantly tells me to change my password. It’s insane. Impossible to order while driving. With other restaurants, I can tap 3 or 4 screens and I am done. Easy. This app would pull cuss words out of Mother Teresa.",Worst Food App Ever!,False,Panda Express
158,Nick Namt,2021-01-30 04:05:49,1,"Skip the app and go through the drive thru.  I have tried to order through the app five different times on five different days.  I get in a loop when I try to order rangoon. It won’t let me order them, then it won’t let me do anything else.  When I give up on the rangoon, close the app and start over,  it gives me an error message every time I try to check out.  So many other restaurants have this figured out, but I’m going to delete this app.",Can never complete an order,False,Panda Express
159,Sainigp,2020-05-03 01:31:45,1,"I tried to order food through app (started at 6:05 pm) and it won’t let me choose 6:50 as pickup time (store closes at 7 pm). Then by the time I chose my order and went to checkout, it said need to change pickup time, but won’t let me pick any time. When tried to call, it says for orders go online or to app. VERY POOR CUSTOMER SERVICE. Local store people were so friendly, unfortunately the customer service taking orders online or on phone not working.",Very poorly designed app and poor customer service,False,Panda Express
160,Promontory Kelly,2019-06-12 22:48:07,5,"Several times I’ve tried to place an order on the app and got an error using my debit card. I’d try several times, each time I would have to re-input the card info. 

The next day, I find out that each order was processed and I had multiple pending charges on my account. Fortunately, their system or employees only let 1 charge go through. 

Today, I placed an order and realized that my card information had been saved each time and I is now listed in the application several times. (Sigh!). 

I keep going back because it’s wonderful food.",Love the food. Not sure about the app,False,Panda Express
161,vandyland1983,2020-04-08 18:59:39,1,"Not user friendly. Doesn’t have a feature to add preferences/requests. Also, an online order forces you to go inside to pickup. Why?  Hello coronavirus! Social distancing! Then they missed including several items on the order. It’s printed out! Store was empty. one in the drive through and after 20 minutes still not ready. Put old soggy sweet fire chicken in the container. Called her on it and yet lo and behold. Soggy gummy chicken in the box! Your sole means of business is togo/drive through and it was screwed up royally. This is your survival!!",Panda app,False,Panda Express
162,TurboSpot,2020-02-26 02:51:02,1,This app has only worked for me one time. Every other time it either shuts down or doesn’t respond when I hit “place order”. And that’s if I even get that far. Often it struggles processing the payment. My payment method is current and after triple and quadruple checking the info entered the app still doesn’t work. No error message given. Just simply doesn’t respond. Says “processing payment” then doesn’t proceed to the next screen nor does it give an error or explanation. Just sits there frozen.,App has only worked for me ONCE.,False,Panda Express
163,Zach001993,2019-07-09 20:24:48,1,"The app does its job. You can order food from it. It was an extreme hassle to do my first order. There’s an option to continue as a guest, however after entering in ALL of my information it prompted me again at the end to login or sign up. I had no choice but to sign up to continue. It also wouldn’t let me edit or customize entries. Even though there’s a button to do so... entire process took longer than it would have if I were to just drive to the store and order in person.",Not very good compared to other restaurants,False,Panda Express
164,null0byte,2019-02-23 03:29:46,3,"Sorry Panda.  You had a great beginning with your app.  I could see the typical dishes available for the average restaurant, if not specials and items potentially available at my local restaurant that you advertise in your pictures.  I’m ok with that, however, attempted to place an order, and was asked for credit card info.  That’s already in Apple Pay.  Other restaurants accept that for payment, why don’t you?","No Apple Pay, no Business",False,Panda Express
165,portillofamily,2020-05-01 02:17:53,1,"Ordered three plates on the app for a pick up. One of the orders was incorrect so I went back and let them know that there was white rice in the box instead of chow mein.  I had to tell the person that I wanted what I ordered.  She took the bag away, brought it back, and said it was all set. When I got home I saw that the order was exactly the same...  Tossed in the bag upside down was a very small box of chow mein, which doesn’t even equal half of what it should have been.  Very disappointing....",Didn’t get what we ordered...,False,Panda Express
166,Junebcool,2019-04-07 05:27:04,5,"This location works so hard to get your food to you as quick as they can. In the evenings, there’s always a line, so that makes the app online purchase very convenient. They offer a drink if they’re behind in an item and you have to wait. A very positive and friendly team!",Teamwork,False,Panda Express
167,loyal le customer,2020-05-17 00:52:21,5,"The people who work at this location (Frisco-423)are so sweet! It was my sons birthday and they were about to close when I pulled up to order his favorite... the orange chicken at Panda Express. They didn’t have enough, so they made him fresh!... and gave him a cookie with a note that said Happy Birthday!",Customer service,False,Panda Express
168,Abigail G. St.Clair:-),2020-05-15 16:37:48,5,"The food is delish. However, it’s annoying that I can only order 1 family meal per order. There are 10 of us in my family. 2 would work out nicely instead of me having piece the entire order together.",Yummy,False,Panda Express
169,Vic’s C,2020-04-28 22:04:52,5,"The Panda Express is app is easy to use. I am able to order my favorite dishes as well as catering (Only wish they would add their soups). Best of all, I can pay for my order and then just pick-up my food when I arrive. Very convenient.",Quick & easy,False,Panda Express
170,PasMaj,2019-07-11 23:56:35,1,"After placing the order, Yep informed me that the store was running behind and my order would not be ready for 20 minutes. When I arrived they still had not started on it. 10 minutes later, that’s 30 minutes after the order was placed, I was still waiting for teriyaki chicken. I stood in line and watched as eight people placed their orders and walked through the line, which I could’ve done if I had not already paid. Ditch the app and just walk up to the counter.",App works fine but PE it is still very definitely ironing out the kinks.,False,Panda Express
171,rei-anne,2019-02-06 02:11:53,1,"Communication between app and store needs work. Placed order waited prescribed amount of time (20min) arrived at store for pick up staff claims order never came thru. Took an additional 8 min to get order. though, for an order that did not print up they fulfilled it correctly. Also unsure as to what staff needed from me I showed them the receipt page since that should have all the information she needs yet this seems to have aggravated her as she aggressively asked for the name on the order. Which I gave for a 2nd time.",Needs more work,False,Panda Express
172,hangry s,2020-04-16 23:21:04,1,Ordered and paid online. Supposed to be ready at 6:49 which was 1/2 hour after ordered. Went to pick up and they could not find order. Eventually found order still on computer. At 7:05. Not very organized with online orders. Still waiting and not all items ordered were available. 7:20 probably 10 people waiting for orders. Drive through line out on the main road. Need more staff and better system for putting out orders.,Awful service,False,Panda Express
173,Ladypants85,2020-04-04 21:50:55,2,"Doesn’t matter where I use the ap or what sort of internet connection I have - this app runs incredibly slow. It’s better than the website at least, but probably has some kinks to iron out.

Would modify rating if it’s improved. Also, stores aren’t selling certain items anymore which I understand - but at least have them synch up with what’s actually available. 

 Best of luck.",Impossibly slow,False,Panda Express
174,01StangVert,2018-09-09 22:11:35,1,"Why on earth would you only have the ability to have 2 items in shopping cart.  The as I try to add other items it just keeps replacing the last item in cart.  Really defeats the purpose of trying to save time and do mobile order. 

And once an item is in cart - should be able to be edited without having to remove it and start over.  

So much for using mobile/online order codes/coupons if you can’t even place your order.  Very disappointing.",Can only put 2 things in cart?,False,Panda Express
175,EJGonzalez1999,2021-02-27 03:10:27,2,I want to start by saying I love Panda! However I’ve never been able to order online because I have always found it difficult to split the order as far as entrees and sides. e.g. chow mein and rice would only allow me to order 2 of either. Then my 3 entrees I could only pick 2 different or else it deletes one of the other two. Please fix this! I’m trying to make a catering order if possible,Trouble with ordering quantity,False,Panda Express
176,Sammy @@,2021-02-06 15:45:30,1,"Twice I have order on the app and the food was either wrong or not at all.  Double, triple check when you pick it up.  They do NOT refund through the app. 
Last night I had my daughter pick it up and they shorted me half my order. I called the store in which I live 30 miles from and was told they were to busy to deal with me and would call me back. I have never heard from them. Do not use the app!!!
The food portion are much smaller also.",Don’t order on the app,False,Panda Express
177,RS Emery,2020-05-18 01:07:52,1,"Truth is I had 5-6 different problem areas with the app and had to redo my order 8-9 times because of those, so I already wasted too much of my time on this to sit here and type out a detailed explanation of what those 5-6 problems were.  Suffice it to say that they were so frustrating; so much so that the last time I began the order I said to myself, “If it doesn’t work this time, I’m quitting Panda and doing to Schlotsky’s!”  Fortunately, it finally worked that time.",VERY glitchy app,False,Panda Express
178,Gexdiaz,2020-06-15 17:27:06,1,"The app was working perfectly until the last update. My payment info and order history was not migrated. Also, now I have to login twice,  once with the app and once in the web browser. 
Why would you have an app, if the app takes you to the web browser to make your order. Everything was done easily through the application. 

This 👏🏻 doesn’t 👏🏻 make 👏🏻 sense!",Why would you change a perfectly working app?,False,Panda Express
179,bdbebensbsbd,2020-04-17 23:53:39,1,It makes it so you can’t have your order right away even though it’s used like this a lot because of covid-19. It took 30 minutes to have it ready it and while I was checking my time if increase my time I waited for an hour and the employees didn’t even have my order ready when it was time to pick it up. It also didn’t tell me that the items I chose weren’t available at the restaurant I order from so it’s over all a bad app,Not worth it,False,Panda Express
180,RN Powell,2019-03-26 00:11:42,5,Very easy to order online. Initially Not a great experience only because no  one called and let me know they were out of string beans. However Keria was very nice to apologize and try to find a substitution. She made everything better- will definitely order again solely based on her!,Online order,False,Panda Express
181,dibster.j,2019-07-10 23:55:19,1,"this app is STUPID!! when you order ahead, it tells you the time that your order will be ready for pickup. i ordered around 1:45 and it said it would be ready around 1:55. i arrive at panda express right at 1:55 and they ask me for the time the app says the food will be ready, my name, and the order number in the app. then the employee says “oh it’ll be ready at 2:05”. i would’ve gotten my food faster had i driven thru! i suggest that you just do that to save yourself the time and frustration.",you’ll be better off driving thru...,False,Panda Express
182,AA User1,2020-05-14 18:15:10,5,For the FIRST time after using the online App for over several months my order was ready and fill correctly.  My compliments to the staff at the Decature Texas franchise. Well done. Especially while during a busy time of day.,Well done!,False,Panda Express
183,Asia T.,2019-01-25 00:24:11,4,"My order would not got through online, but was successful via the app. Only downside was that the final screen before placing my order did not show my desired pickup date/time, so to confirm, I went back a screen. Unfortunately, that deleted all my payment info. But nonetheless, so glad my order was finally placed :)","Online failed me, app did not",False,Panda Express
184,nonfunctnal app,2018-11-14 07:41:34,1,"Please fix “place button” order, because no online orders go through. We went to the place they said never got it!!! We would like to be able to order the food and go, because the customer service in North Miami Beach is horrible, the worst I have experience, so avoiding them through online ordering is the only way we will eat Panda Express again. FYI, we tried multiple times with different orders and cards and nothing. Come on, this 2018, update your app please.",The “place order” button does not work!!!,False,Panda Express
185,deeejmitch,2021-04-12 22:26:42,3,I ordered delivery last Friday and it was sent pretty quickly but 2 items were missing.  I have tried twice to contact them for a credit but the app seems to say I should get validated by captcha but there is no captcha available to do so,Used the app to order but trying to contact them is impossible through the app,False,Panda Express
186,Böhme417,2020-12-13 17:54:02,4,"The app is fine and much better than it used to be, but it needs more/better payment options. It should have Apple Pay support at the very least. Adding others like PayPal, Google, etc. would also be nice.",Needs better payment options,False,Panda Express
187,xxdanhalenxx,2020-04-19 19:22:07,2,"Well thought out ordering system, but everything lags like crazy. Took me 10 minutes to place an order for 2 plates because every time you click something, it takes 10 seconds for the app to catch up. Then when you input your info (contact/payment info, etc) every third or so character you type takes a 5 second delay.",Lagging problem,False,Panda Express
188,Paablo_gr,2020-04-11 22:20:11,1,"The app is to slow. In here I can not even see what I am writing cause the background is white and the letters are white as well lol. But in general the app was taking forever to load.

Now I will just trust that this is understandable since I can not even read it.. I am tipping in blind .

Now, I am using the app cause in the computer on the website was giving me an error when I was trying to submit my payment.. I was about to give up.. but hey.. i really like your orange chicken :/",I love Panda but the not the App,False,Panda Express
189,applebobbie,2020-04-10 02:53:36,1,I placed the order & got an alert they need more time before I pick up. I pushed ok and thought I was done. I went back before heading out to see my credit card info was wiped despite having saved it and order had not gone through.  I placed it again. Then got a text that door dash is delivering!store does not answer calls! Door dash said they are indeed bringing it despite my having ordered for pick up! Maybe all due to COVID but unclear!!!,Problems with the first order so far,False,Panda Express
190,donnaeonline,2020-04-06 19:17:56,2,"I’m sitting right outside the restaurant and it took over 24 minutes to place an order. It booted me out twice when putting my credit card info in which then I had to start over.  The pick up time kept changing, which I understand but then it made me reorder...crazy. Please change the light great information on this ordering sight to a black so it’s easily readable.  
Thank you.",Difficulty in placing order,False,Panda Express
191,iPhoneUser48,2020-04-01 22:44:29,1,"I tried to login in and place an order for pickup, but the app would not accept my existing password.  So I reset the password.   With a new password, the app still would not log me in to my account.  Then I tried placing an order as a guest, but I got an error message in the app that guest checkout wasn’t available, and to log in to place an order.   There are no words to describe the stupidity of the app.  
Panda Express must use the cheapest contractor to build and maintain the app.",App is broken again,False,Panda Express
192,Linddylan,2020-03-27 21:20:23,1,I put a order in on the app for the ankeny location ... so I called The ankeny location to figure out what happened and they told me to call Merle hay location and have them transfer the order I said okay I can do that ..... long story short Merle hay wouldn’t transfer the order cause it would mess up there sales for the month so I doubt I will use that app again I should of just went to a small  restraunt they usually get my orders right every time !!,Put a order went wrong store,False,Panda Express
193,Ashdko,2018-10-08 20:41:05,1,"This app would be awesome if it had the actual menu items on it. It NEVER has orange chicken or the honey walnut shrimp. I understand the shrimp is a sometimes limited time only thing, but orange chicken?  Come on. And when I call to ask, I just feel like an idiot. “It’s there, did you check here, here and here?”  Yes, yes I did. It’s not there. Yes, I’ve checked for updates for the app.  Yes, I’ve gone on the website instead. Still never has what I’m looking for. It frustrates me to the point I don’t even want to spend my money here.",I wish it was as good as it says....,False,Panda Express
194,archiesnotes,2021-09-25 19:37:47,4,Generally satisfied with the app but can’t use delivery as every time I add a sauce in the note section of The order I do not get it so a tab for sauce would make the experience much easier and better. No other notes as it is a well layer out app that is easy to use and navigate,Good app needs a sauce option,False,Panda Express
195,Big*Spender,2020-11-30 02:30:00,1,"Either their service changed or their app broke. Either way, it is unfortunate what has happened. During a pandemic, is is nice to order your food and then wait in your car instead of in a line of people while it is prepared.
Today upon opening the app I find that I can no longer order using the app due to missing menu items, like The ability to order bowls or plates (À la carte only), and errors when I try to order appetizers.",Broken,False,Panda Express
196,stestardi,2019-07-23 21:18:15,5,"I use the mobile app to skip to the front of the line, and every single time when I arrive my order hasn’t shown up yet.  The employees are completely unapologetic and say they can’t prepare my food until the order shows up.  Horrible.",Consistently Awful,False,Panda Express
