,title,review,rating,userName,date,isEdited,developerResponse,Company_name
86,"Concept has worked before, but not here","I think mobile ordering is a neat idea, and usually facilitates a smooth fast food experience. But this just isn’t working. At about 10 am, I placed an order on the app for breakfast. The app told me to “get here soon” as they wouldn’t start my food until I got there and checked in, so I might miss breakfast. I guess it makes sense so as to not waste food, but what’s the point of starting my food after I’ve checked in AT Wendy’s? The reason for mobile ordering is to expedite things.
So then we get to Wendy’s and the app tells us to pull up to the drive thru, and that’s a whole dumb experience of it’s own.",3,2.0rtsys,2021-07-21 14:17:38,False,,Wendys
87,Worst fast food app I’ve experienced?,"Many technical difficulties when trying to PAY for my order.
Placed my card info then hit submit. It then asked for a cvc so I input that as well. It says error. I try to resubmit, error because I already placed this order. Start over,
Submit. Won’t work. Error.
I am then unsure if I even placed my order at all, if my card went through ever, or if it charged 3 times since I tried to resubmit several times.
Then it came to the actual food... 
SO, I ordered a spicy chicken sandwich and used the app to take off the mayo and tomato.
It SHOULD have just chicken and lettuce at this point on it.
Then it said ‘sauces’. I figured since I took the mayo off, I could dip it in honey mustard or ranch.
WELL. It came as a bun, chicken, and both sauces... smothered on top of it.
I Don’t know if it was just less than logical people running running the prep thinking that would be a great idea or if the app is so misconstrued that I actually asked for that compared to sauce packets...
Really kinda ruined my experience for wendys.
Not even to mention how impersonal it is when using the app so the only time someone greets you is to hand you the bag.
Gotta stick with my chickfila 🙃",1,auntie3mama1,2019-09-12 01:26:05,False,,Wendys
88,Interesting....,"I’ve used this app in particular for months. Every now and then it’ll get a bug and crash if I do a certain action, or it’ll be unable to use the same card, but this time, the issue was with a coupon.

I’m led to believe this is purposeful and is just a transparent coupon that cannot be used. Let me explain; The issue this time was that I could not press the blue order button, I used a coupon and I’d thought perhaps the app needs to be refreshed.

Still didn’t work. So my second plan was to spend extra by not using the coupon. I ordered a random item on the menu and soon after pressed the order button. It Worked like a charm. I’m not sure who is behind the deals but whatever middle ground they reached with the team who is responsible for the app should be revised.",1,🤔Conceur,2019-12-03 20:36:26,False,,Wendys
89,Constant errors,"Consistently have errors at checkout stating there may be a problem with the accepting digital orders at the restaurant. More information needs to be provided. Many times the error is simply a product not available, and if that item is removed the order will go thru. This type of information needs to be provided so the order can be edited. Also, there is no way to provide feedback within the app, except about a restaurant visit. There needs to be a portal to provide this type of feedback directly, it is an app problem, so we should be able to provide feedback in the app.",3,Davem3racer,2021-08-08 14:16:32,False,,Wendys
90,Absurd order delay,"I’ve had issues with two separate Wendy’s restaurants receiving my order twice in a row now. My card was still charged in both cases. For the first time, I waited while on hold with Wendy’s customer service folk for about half an hour, and then the order finally went through. This time I decided to not spend a half hour or longer waiting. Please make these systems fully functional!

Edit: I was able to get a refund by calling customer service (I sent requests through the app and via email a good day before calling too). The wait was over half an hour, though! Still, my main pain point is the app’s messed up ordering functionality. Fix that and I wouldn’t need to call in the first place!",1,Joe Roster,2021-12-14 15:07:55,False,,Wendys
91,Broken,"I know I’m not the only person to complain about it since I have read other reviews online. Every time I go to use the offers, I always get an error message. It’s always something that has to do with a free item you get with a purchase.  I placed the purchased item in the basket, followed by the free item; error.  I try again this time by placing the free item in the basket, then the item that I need to purchase. Of course I get another error. What’s the deal? You talk to the people in the Wendy’s restaurants and of course they all say the same thing; we have nothing to do with the app. Is there nothing that anybody can do to fix these issues? I have this problem literally all the time. I never get to enjoy the offers!",1,mightywarriorp,2021-02-01 00:03:32,False,,Wendys
92,Worthless,"Worthless app, expect to get money stolen if you try to order with it. I went to Wendy’s back in November 2020 and the app effectively stole my money when it took my order, then the store refused to give me my order because they didn’t know how to process the order and accused me of not paying. After six months of trying to get a refund from “support” (they constantly ignored me), they gave me an $8 credit. When I tried to use that (at another location), they once again accused me of not paying because they didn’t know how to process the order and again I did not receive my food, but money was taken from me. Now I’m waiting for support to refund THAT order (it’s already been two weeks and nothing so far).",1,sdskees,2021-07-10 14:27:25,False,,Wendys
93,False/  incompetente advertising practices-  app to app,"This has to do with the Wendy’s app transition to delivery 3rd party app. The ad is sent as a notification to the user of an offer by the Wendy’s app. When someone decides to act on the offer and starts the order and chooses to deliver it, Wendy’s app obviously prompts the 3rd party app where the offer is completely lost. Wendy’s does little or nothing to avoid this bug and to honor the offer click. The 3rd party app is obviously  not going to take responsibility for that hand off. This is very frustrating and misleading on the part of the Wendy’s advertising practices and ordering model. Other than this, the app is fairly ok. I find that Wendy’s- Postmates transition works best for ordering.",2,dan s 1234556,2020-04-18 13:53:07,False,,Wendys
94,Battery hog,This app uses more battery through background activity and location services than any other app I’ve ever used. Turn those off ASAP. I installed the app on a new phone had never even opened it and it was 25% of my battery usage for the day. I disabled background refresh and it chilled out. But I used it for the first time since I got the new phone today and it weaseled it’s way into all the time location services. The phone actually popped up a warning that it had accessed my location a ridiculous amount of times today. I checked my battery page and it said it had used 17% of my battery and been running location services in the background for an hour 51 minutes when there was 10 minutes between me ordering and picking up food.,1,SpinkUS,2020-02-08 20:54:31,False,,Wendys
95,App is great but Wendy’s needs to adjust,The app itself is great you order before hand is very convenient. The only things that need to improve is making 2 lines one for app and another for those who want to order at the speaker. I’ve had to wait in line 25 minutes it’s bananas and when I got to the speaker after waiting for people ordering I just tell them my name and the tell e to pull up so as you see it made my order fast by the experience not so much but I’m sure they are already thinly of this and ways to improve,4,washington204,2021-12-12 22:08:34,False,,Wendys
96,Doesn’t work,"I used to use this app when getting food from Wendy’s but now I just ever get that an error has occurred. I have 5 kids and going through the drive thru to do an order is annoying. I liked using the app but for whatever reason they decided to make it to where it no longer works. I have completely closed the app and opened it again, I have emptied the cart and started over, I have deleted the app and re downloaded and just keeps saying an error has occurred. This has been going on for at least a month maybe longer. I know I go there a lot less because of it and I am sure other people do too. They should remove the app from the App Store if they no longer want people to use it",1,baileysheena,2021-12-03 21:13:13,False,,Wendys
97,Bug,"After the recent update, I cant use the app unless I go under terms and conditions and re-route to the menu. I use custom DNS and I don’t know if that’s the reason for app not to function properly. Secondly, once you place the order and order hasn’t been picked up and you want to place the 2nd order, there is no way to do it since the system waits for 1st order to be picked up. That’s a sucky since I was trying to order more before I can pick up my order but there is no way to do it. I tried using web browser and it also directed me to All set! We have got your order. Next…",3,dube101,2021-12-21 18:57:09,False,,Wendys
98,Useless app,"This app is completely useless. Requires an update every time I use it and then won’t show your rewards points, or has them as zero when you have well over 400.
Today I logged out to to see if logging back in would fix the issue, and I get errors when trying to log back in. Haven’t been able to log back in at all. 
Customer support on the app is a joke. No one ever answers the live chat, you will be 1st in line for 15-20 mins waiting for an agent who never answers.
Trying to email contact us will only allow you to make a complaint or inquiry against a particular store.
Useless! Will be patronizing Wendy’s much less frequently now, as the rewards and app offers were my primary reason.",1,Shannon_M76,2021-06-23 13:51:13,False,,Wendys
99,Special offers don’t work at drive-thru pick-ups,"This app’s food and beverage menus work great except after adding any special offers to my order for drive-thru pick-up, I get error messages saying “special offer cannot not be made on time with this.” I’m forced to remove it. Plus, special offers added on with order don’t show on restaurant worker’s receipt print outs either. That’s now, two free sandwiches Wendy’s owes me from Special Offers on this lousy app. And anytime I place an order on this app, next day they send me a remind notice to add a Special Offer to what I order. Plus, the app doesn’t save your e-receipt to show restaurant workers proof Special Offers added with your order(s).",2,Devil U Know,2020-04-17 20:25:02,False,,Wendys
100,Two requests,"Love your food Wendy’s!

But I noticed today that the option to order cheese sauce with my fries has disappeared. In the past I could pay extra and get a small cup of cheese sauce with fries. Today there’s no sign of it in the app, even though I can order it at the store. Please bring back the delicious cheese sauce!

Just one other feature would make my Wendy’s life complete. Please add an option to get receipts for app orders emailed to me instead of printed. C’mon, help save the environment by creating less paper waste. Love ya Wendy’s!",5,bluecruiser,2021-04-22 23:42:38,False,,Wendys
101,Needs Development,"This app has a lot of potential to be great, but it’s the lack of basic functionality that makes it very frustrating for the end user. Some examples: utilizing coupons/reward codes is a nightmare. You add the coupon and sometimes it doesn’t “stick” to the order and you have to go back to the rewards page to add it. When loading checkout screen, I waited 2mins, gave up, went to the previous screen and order didn’t persist, had to restart. Upcharges on sizes aren’t presented until checkout and it’s not itemized. Ice cannot be removed from drink (basic function cmon!) 

There is a pop up every time I open the app asking me if I want a walkthrough of how to use the rewards tab. 

Poor UX, needs dev work",1,Mrmcdrumlover94,2021-05-19 23:35:18,False,,Wendys
102,Avoid this app at all costs,"I have been to Wendy’s before. Was very excited to try their new app. Had high expectations for it. Was hoping it would stand out ahead of their competitors. As a result it is set up for failure. Their deals of either free fries, $1 nuggets or other specialties with the app is false advertisement so don’t count on it, the app will not allow you to process. In terms of upgrading meals, the app kept freezing up. When you also go to pay on the app, expect the app to charge your bank or credit card twice without notice. So hopefully you have bank notifications to immediately catch it. As for pickup, only expect drive through, do not count on pickup inside at all. Your off better going inside to order food rather than using the app.",1,Elich77,2020-01-09 20:10:55,False,,Wendys
103,Trash,"Absolute garbage. My current problem is I’m trying to place a mobile order through the Phone app, and I can get everything I want in the cart but it will not show a total or subtotal. I also had to upload money to the Wendys digital card, and now I can’t place an order so not only am I  out 15 dollars on my debit card and can’t buy food. My problem with that is I cannot transfer the money back to my card.I also  ran into a problem previously maybe a couple months ago, where I was at lunch with coworkers and so happen to get my app scanned to collect all the points and the next day they were all gone. It’s disheartening you have to leave a star, even for such a poor app.",1,Boss1206,2021-12-24 03:53:31,False,,Wendys
104,I used to love it,"I used this app ALLLLL the time! I saved rewards, saved points etc... it was awesome and I probably ate there 5x more often than ever before, and more than any other restaurant. I could just pre-order and pick up at window. Then the app got “updated” ..... and never worked again. I’ll put stuff in my bag only to find that it has “errors”. I thought it was just my store until I tried to use it at a different location. Also, when I applied my reward it took the points.... even though I wasn’t actually able to place the order. I’ve waited for the bug to be fixed, but it hasn’t. I think it may be time to just delete it.",2,kitty panda pup,2021-07-02 16:57:25,False,,Wendys
105,Not ready to be deployed at scale,"I ordered from my local Wendy’s WEEKS ago through the mobile site. I got an email confirming my order. When I got to the restaurant I was told there was no record of my order, and they couldn’t issue a refund since there was no record of the order. They told me I had to contact customer service. Fine. I then contacted Wendy’s customer service through text since I’d have a record of the conversation. 

I was told after several chats with multiple agents that someone from the restaurant would contact me to issue a refund. I waited a week. Crickets. Then went through the process again. It’s been over a month now. Garbage service and a garbage app. I won’t be supporting Wendy’s in the future.",1,malf84,2020-10-04 16:57:51,False,,Wendys
106,Good app w a few flaws,"I like the app itself, but it’s disappointing that we can only use one reward at a time. At most other food places, like Chick-fil-A, Starbucks and even Cheddars and Old Chicago, you can save your points and then get almost an entire order at no cost… I have 1400+ points but can only use one reward at a time so I use 450 for a sandwich and still pay $20+ dollars for breakfast w my kids. Meanwhile I still have close to 1000 points. Please let us use our points as many as we want in one order.",4,ArticulateBodies,2021-09-04 16:13:45,False,,Wendys
107,Never got my money back,I love the Wendy’s app. I use to all the time because there’s one by my job and right down the street from my house. Once I ordered at around 9 p.m. and asked my cousin to pick it up from the location by my house. It wasn’t until about 10 when he called telling me they didn’t have my order so he just bought the food. I checked my app and realized I selected the wrong location. I changed it to the right location just like it says you can. When I checked it again it was after 11. Wendy’s closes at 11 so my order disappeared and my money was never refurbished to my card. I am very disappointed with Wendy’s.,3,Honeey 🍯,2020-01-19 20:17:24,False,,Wendys
108,Bad Service,"A few weeks ago I placed a delivery order through the app. When the food arrived (an hour later than estimated) the name on the receipt was correct, but nothing that I ordered was delivered. It seemed like my order got mixed up with someone else’s. It didn’t bother me that the order was wrong, I know stuff happens, mistakes happen. But when I tried to get in touch with customer service to get a refund or credit I couldn’t get in touch with anyone. I tried the chat feature, text, called and even left feedback on their website and still no answer after days of trying. Because of this experience I won’t be using the app anymore and probably will just not eat at Wendy’s anymore",1,ClanListener,2021-07-11 15:24:04,False,,Wendys
109,Will be good when and if it ever works,The app works well and seems user friendly. It is only going to succeed if there is a seamless integration with the way the stores are run. I placed my first app order for curbside pickup at my local Wendy’s. Clicked on “I’m here” when I arrived at the store. After 20 minutes or so I entered the store to inquire as to my order. The employee I spoke to walked over to the register and pulled out my order. I’m guessing she then put my order in back of all the drive through orders already in progress because I waited at least another 15 minutes for my order. No apology or explanation. Overall not a good first app experience right off the bat.,2,left wing nut job,2021-02-15 20:43:29,False,,Wendys
110,Complete Disaster do not use delivery,"Last night I ordered delivery that was supposed to be at my place in 22 - 23 minutes. The time kept extending longer and longer and eventually I called the number for the driver and he said his DoorDash app had crashed. I went to the restaurant to try and just pick it ok after over an hour of waiting and they had never even received the order. But here I am, still out the money AND the rewards points I used on the order. Now I am trying to get help on the support function of the app and it just sits and spins even though it says I am first in line. I guess you will be dealing with a chargeback from my bank now since you refuse to offer any support whatsoever.",1,splitsecond,2021-11-09 17:47:48,False,,Wendys
111,Only one nit to pick,"I love being able to order our food while my husband drives us to the drive-thru, and I love being able to use Apple Pay to pay for it. 

What I don’t like is that after we’ve been and gone, the Wendy’s app still shows that the drive thru is waiting for us to come pick up our food. The food that we already picked up and ate.  It even suggests there’s time to change my order. Even though the order was placed yesterday, picked up and consumed.

It’s annoying that every time I launch the app, I have to struggle for 5 minutes to get last time’s order to go away so I can start placing this time’s order.  

Once the order is placed everything works like a charm, until I get ready on another day to place another order. Then I have to go thru the whole cancel and poke and guess process to get the new order started.",4,Pumasalad,2022-03-16 21:59:13,False,,Wendys
112,Only good for one specific thing.,"The app is only good for placing an order on a good sunshiny day. Not literally, of course, but there’s only one use-case that it works for.

If you need to look up nutrition information for breakfast baconator, good luck. I’ve given up trying. Did I check all the products, no. Maybe it works 90%, but if it doesn’t work for the one thing I need it for, then it works 0%.

The second thing that happened, out of three uses of the app, was that I placed an order, drove 7 minutes to the store to find it closed. Why would it even take the order? I should’ve known there was a problem when it hung up on payment, but I thought it was just being slow. 

Given it worked one out of three times perhaps I should’ve rated it a two instead of a one, but it deserves a one for being such a stupid design. Given it worked one out of three times perhaps I should’ve rated it a two instead of a one, but it deserves a one for being so poorly designed.

My advice… Stick to in person ordering, or go to McDonald’s.",1,Sound reader,2022-03-17 14:58:41,False,,Wendys
113,Wendy’s you need some improvements.,"I love Wendy’s, the food and the prices. What I don’t love is this app. No option to use Google Pay or Apple Pay. Also, restaurants need to communicate better with this App. It seems like every time I place an order on this App, the employees look at me like I have 3 heads. Also, this is a major issue. When I place an order to be picked up in Drive-Thru, please don’t ask the Customer to come inside to receive their order. When they insist on that, I kindly tell them to cancel my App order and I will just order at the speaker. Come on Wendy’s. Get it together. If this doesn’t improve, I will just keep going to Chick-Fil-A. I’m so tired of rude employees at restaurants. This is in North Carolina.",1,JanSport40,2022-02-08 02:50:42,False,,Wendys
114,Rewards points draining,"I had more than 800 rewards points a few weeks ago. Every time I open the app I have less points, now 613, even though the app says none are recently expired and the next expiration is in 9 months. I tried contacting Wendy’s support via live chat (on a Thursday afternoon) but closed it after being #1 on line for 20 minutes. I called the contact number (same day/time), but no agent picked up after 30 minutes. I tried using the contact form, but it is only for inquiries about a specific location’s service or food, not the rewards program. The app is half baked, they will steal your rewards points, and there is no way to contact Wendy’s to ask about it.",1,dmbfan2911,2022-01-15 02:26:29,False,,Wendys
115,Early closing?,"The Wendy’s app stated the Wendy’s in my town was open til 10 pm. I ordered the meal, paid for it and drove over to pick it up. When I arrived the drive through had a hand made sign said closing at 8 pm. I drove around to the window and saw somebody inside. The lady opened the window and said they were currently closed. I said the app says 10 and I had paid for the meal. Before I could ask how to go about getting a refund on the order she yelled “Do you two want an application because we do not have enough help to stay open.” And slammed the window closed. I’m publicly apologizing if I sounded snarky in my comment about the app. But, I would be fired from my job immediately if I EVER spoke to a customer like that.",1,AJK52,2021-06-09 02:51:20,False,,Wendys
116,App needs work!,"Before an update a few months ago I had over 1500 points, login and password never changed but all my points disappeared after updating 😡. Also, tried to use an offer for mobile order only and wouldn’t accept my gift card, then tried to apply money from my debit card to my digital balance and it didn’t work. Errors with the payment options have been going on far too long, can y’all please address this? Trying to save a little money here and there and bugs in this app make it hard to want to continue coming here when other fast food apps have no issues.",2,Espieri,2021-01-31 03:12:18,False,,Wendys
117,Needs work,"So just got the app, store I went to had no clue what I was talking about when I asked them to scan my account. Strike 1. I wait the up to 24 hours to see if my points show up- they don’t. Strike 2. I contact customer service about how to add missed scans. They give me a link to follow to give credit but it only works if it’s been within 24 hours of purchase. This link is not within the app but a separate one.  Beyond that they say they can do nothing. If I wait the 24 hours for points to show, I missed your window of credit. That seems pointless.  Please fix.",3,Scnkm,2020-07-31 15:36:43,False,,Wendys
118,Can't submit orders,"When the app works, it's good. Not great, but good. There's usually problems with applying rewards and offers but it's usually not a big deal. Lately, however, something has changed where now it won't let me put in orders at all. I put everything in my cart, I have my address put in, I put in a debit or credit card that I know has plenty of money on it annnnnnnd nothing.

 ""We're sorry, a service error has occurred.""

Put in a new card, try to resubmit, same story. This has happened multiple times and for whatever reason the Wendy's app has just decided that it doesn't want my business anymore.",2,Jeff Morrissette,2021-06-06 14:54:30,False,,Wendys
119,Severe App Breakdown Recently,"I will sometimes have small hiccups with the app, but this recent change in privacy/ToC must have caused a massive error. I tried accepting the terms. Went to make a mobile order and there are no deals (I am in another state on vacation so maybe that is why??) it still had my last order in the bag (form like a week prior), took off the stuff from last time, said I was getting a discount of $5 still for some reason. Then said I owed $Zero, tried to fix TOS, payment, re-opening app, redownloading app. I can no longer log into the app, it keeps saying error, can’t reset password; just gives error.",2,Fiestalegend,2021-05-21 15:53:19,False,,Wendys
120,Wish I could give 5 stars,"Great app when it works. But there are bugs constantly when I try to use it. It’ll not pull up offers and sometimes be thinking and thinking and thinking and not let me finish my cart and buy my food on it. Fix the bugs and this becomes the best food app I’ve ever used. No other fast food app comes close to the ease, frequent and recent order views, rewards, and offers if they work.",5,Nezbit27,2020-10-02 16:04:33,False,,Wendys
121,Not great,They need to update the app to not charge your card until you check in like McDonald’s because it’s been two weeks and I’m still waiting on them to refund my money from using the app and getting to the restaurant and them not having the items I ordered and they charged my card even after I cancelled the orders! This happened not just once but twice and again last night. Contacted them by leaving a message as well as chatting with a representative who claimed someone would call me but of course they never did. About to not only delete this app but also stop patronizing Wendy’s as a whole!,2,Mahjong Junkie1,2021-02-08 20:48:31,False,,Wendys
122,Error messages,"Why make an app that gives deals exclusively to mobile orders, but encounters an error nearly every order attempt? I have tried several different credit cards, devices, restaurants, uninstalled and reinstalled the app several times, and dozens of different order permutations, only to receive error messages. At least tell my why there is an error! Wendy’s has been a bottom feeder of the fast food chicken industry for quite sometime now and the quality of the app reflects this. This is my first app review and I am only writing it because of how infuriating this app is. I want to give this app negative 5 stars. Absolute disgrace. Off to chick-fil-a and Popeyes not only because they are better, but BECAUSE I CAN ACTUALLY USE THEIR APP SUCCESSFULLY.",1,any restaurant > Wendy's,2019-12-03 00:39:21,False,,Wendys
123,Laggy and unresponsive for making changes,"The actual app is pretty good, but it’s frustratingly slow to order on. Maybe it’s pulling data from the network too frequently. For example, if I just want to change a drink from a small to a medium I end up waiting multiple seconds for the dialog to become responsive after display. Frustrating, especially when changing a few things. 

Also, a suggestion to allow choosing “no ice” for drinks. I always have to request it at the window. Don’t want watery drinks by the time I get home.",3,Fdgtbvdv,2021-11-29 03:10:59,False,,Wendys
124,A bit buggy and confusing,"The app crashed on me. The menu is also visually confusing. Overall, not bad, and ordering was fairly easy once I familiarized myself with the layout and dealt with the app crashing.

I just placed my first delivery order. The ETA was only 19 minutes, which makes me skeptical. I’m cautiously optimistic, but expecting it to be late. 

I am happy that you offer Salads that are gluten free (at least the Southwest Avacado Chicken salad is). And I am grateful that your fries are gluten free. Please consider offering more gluten-free options, as it is very difficult for people with celiac disease to eat out.",3,RadicalDelusion,2021-10-03 16:24:22,False,,Wendys
125,Glitchy,"The app crashes constantly and with the latest update won’t allow you to find locations, do mobile ordering, or anything else. The only thing it says is error. 

It’s a sad disappointment of an app. I’ve tried for a full year to “love” this app and get it to work. It’s worked a total of six, yes only 6 times out of 50+ attempts.  I deleted it twice in the past week and re-downloaded it trying to get it to work to no avail. 

It’s also unnecessarily complicated. It’s hard to get a deal loaded into the app for use. On top of that you can’t really navigate backwards to change an order when your child decides they want nuggets instead of a burger. The app doesn’t work well with in-store interfaces and can crash the restaurant’s computers. 

Please fix the glitches. Make it easier for newbies and those that use the app regularly.  Please install a back button so you can easily change an order when your kid changes their mind. Fix the location tab on all parts so mobile ordering works again.",1,K4335652244,2021-08-04 17:56:06,False,,Wendys
126,Why don’t you guys have Mobile pickup thru the app?,"Typical wait for drive thru is 20 mins at our local Wendy’s since there’s no option for curbside pickup parking spots let alone in store (store is locked so you can’t even go in). There are usually 7-8 cars and only I window to order from.  I usually see at least 3-4 cars get frustrated and leave the line. You guys are losing customers and revenue!!!  McDonalds has this down pat with 2 drive thru lanes, 2-4 curbside spots and walk ins with masks. I had ample time to write this review while waiting in the drive thru line. Get your act together!",3,ma@yahoo,2021-05-01 17:24:56,False,,Wendys
127,Lacking any support features at all,"There are absolutely no features that allow you to contact support through the app, so when things go wrong (which they often have), there's no recourse. If your order is late or just doesn't get delivered at all (like mine just now), the best option you have is to look at the receipt. That's it. That's all you're able to do about it. Not contact the driver, or the restaurant, or even see where the driver is, let alone get a refund. 

Maybe you'll have better luck through the pickup feature, but delivery leaves much to be desired (like my food, which again I never got and have no idea where it ended up).",1,Pole dancer 66,2021-02-26 18:48:55,False,,Wendys
128,"Great, just missing ONE thing.","I downloaded this app and I really like it. It’s super convenient and you can pretty thoroughly customize your order. The only complaint I have thus far is there’s no option to put in your order and just pay cash when you get to the drive-thru. I’m still a little more old-school as far as money goes and prefer to use cash. So if there were a way I could still put in an order without it immediately charging a card of mine and pay cash at the restaurant, this app would be five stars for me.",4,Bpancoast02,2019-08-26 18:53:50,False,,Wendys
129,Ok but still has some kinks,"I really hoped to use the mobile app today, but there are still a couple of kinks in the ordering process. Why is there no sweet tea? The only option is unsweetened. A comment section might even remedy this, but there isn’t one. I think the app could also benefit from an arrival time specification, similar to the sonic app, so I could go ahead and order now for my food to be ready an hour from now. When these very small problems are worked out, I’m certain my kids and I will be using this app a lot, because we love some Wendy’s and eat take out a lot during the busy school week.",3,AngryMom2,2019-08-20 21:32:26,False,,Wendys
130,Have Double The $$$ To Spend Before Ordering,"I've used the app twice in one week. If the internet connection is slow it may not be able to process your order far enough to give you a confirmation or receipt. It will how ever have charged your account. They say it will fall off soon, but it'll be a week on Monday and it's still pending. I decided a second time to give the app a try, but it did the same thing today and I got the same response. The app needs to be debugged and the employees need training on its system for this to ever get off the ground. Otherwise, there will be a whole lot of unhappy customers wanting their money or food or both.",2,Daphnye,2019-08-18 22:56:51,False,,Wendys
131,We Love Wendy’s Food & App,"I love that I can place an order, pay for it and just drive thru the pickup window and it’s ready. We use this app and order food at least once a week.  Love the way I can custom order my food to fit into my special diet and food preferences. I can also check the calories/carbs before I place the order and to tweak as needed.  We also take advantage of the specials and rewards points to save money. Best Fast Food App in our opinion 💕",5,D. Dant,2020-09-27 12:00:47,False,,Wendys
132,Messing up orders,"So it’s my first time trying to use Wendy’s mobile order and probably the last time. For the kid’s meal I have fruit punch and small fries, and at the store the service people insisted I have milk and apple bites. I also chose drive through and they said I need to come in to the store, because the store system does not show it. The lady even said I should check my order to have them right and maybe my phone had some issues when I have my phone at hand showing what I ordered. Fine, blaming my phone... Why don’t you question your mobile app system that caused your system to show a different order from my phone? Anyways, one bad experience is enough. Bye.",1,kagemoto,2020-08-30 16:33:19,False,,Wendys
133,Works like it’s supposed to,"The only two reasons this is not a five star review is that I sometimes get an error when processing my credit card and have to put it in again and even though the app only recognizes one order, the Wendy’s location I have chosen sees two. It’s happened about 4 times over the past 3 months. The other is that I would like it if I could use my frosty tag in the app. I had bought one through the app and I can only use it at the store without the app.",4,DicanNoman,2020-04-02 15:49:15,False,,Wendys
134,Bad mobile experience,"I love Wendy’s. But the experience I had this morning was insane. For starters it seemed like my order wouldn’t finalize on the app (also it wouldn’t register my gift card) so I pulled up to the speaker to ask if they got it/I had one, asked me the name and pull around. Basically totally ignored me, militantly tried to give me the wrong order insisting it was right. The staff wasn’t trying to solve the problem or even listen, just get rid of me. Finally I got it across to them that it wouldn’t let me check in (yes right address) so she told me I didn’t pay for the wrong food I was holding. So at that point I got tired of 6 people yelling at me and not listening, so I handed her all the food  and told her to never mind and left.",1,Hutch393,2020-03-05 14:48:04,False,,Wendys
135,¡¡¡Scam!!!,"The promotion was “Get 6 PC. Spicy Nuggets for free with any mobile order purchase. Just open or download our app, click ‘Offers’ to redeem and add to your mobile order, then get your spicy on”. 
So I do just that. I download the app, make an account, click ‘Offers’, and the online coupon downloads. However I can not access my “bag” (cart) that I just added the coupon to. Then I try ordering ANOTHER item than the FREE spicy nuggets. I am them allowed access to my “bag”. I had to BUY something to get the FREE coupon. But wait, it gets better. Then, I prompted with a message that tells me the item, that the FREE coupon is NOT VALID with the item selection I have to PAY for! So now I can’t get my FREE spicy nuggets, or the item I HAVE TO PAY FOR!!!! Scam..",1,BOBBY-G5900,2019-08-15 02:01:49,False,,Wendys
136,The worst,"I received notice that I could get a free Breakfast Baconator with additional purchase. Unfortunately, I had to use the mobile order to get the offer. When I get to the drive through window, they claim the have no offer of the sandwich, that this is something that’s happened to other CUSTOMERS, and of course, that they won’t honor the offer or even give me a refund for the other item which I wouldn’t have ordered otherwise. The person at the drive through’s recommendation? I contact the app for a refund since the restaurant and app are completely separate things. The whole thing seems like a classic bait-and-switch and a game I don’t want to play",1,Glorious Black,2020-03-31 15:55:59,False,,Wendys
137,Don’t bother,"Just spent 15 minutes trying to place one simple order. First the app stuck in forever loading on the launch screen. Then it struggled mightily to just select my location. I selected a local Wendy’s, but it just froze in place and I had to redo it all over. The simplest function, taking my order, failed 4 times. Every time my bag would just end up being empty when looking to add additional orders. Then to top it all off, none of the offers actually work. Each time I try to apply it, it would also just reset the order with the coupon never showing up on the payment screen. Not worth the time or the frustration.",1,Sky-Phantom,2021-05-26 16:46:28,False,,Wendys
138,"Wendys App, Why are you the way you are?","I don’t think I’ve ever used this app without running into problems.

Whether it’s the abundant error codes that it throws in your face, to the constant deleting of your order before you can finalize your purchase, this app has made me rethink even going to a Wendys.

I recently got a gift card to Wendy’s and figured a chicken sandwich sounded good. I loaded the gift card onto my Wendy’s digital account and proceeded to try to complete a mobile order.

After searching their menu, the app crashed. 

Then on restart it wouldn’t show the ‘add to bag’ option.

Then another restart, it shows the ‘add to bag’ option, but when you get to checkout, it deletes your entire bag.

Finally, I restart the app a 3rd time and it proceeds to count all my previous orders at the top right, but it won’t let me check out and spews error codes at me saying it can’t view my order.

If you told me I could get 3 family meals for $1, but I had to order it on this app, I would refuse that offer every single time.",1,Dylansays97,2020-08-15 20:15:10,False,,Wendys
139,Wendy’s hates its customers!,"If a fast food place like Wendy’s wants to keep ALL of its customers, then they should have a basic app for those of us with older phones!
The app stopped working on my phone, so I will no longer buy anything from Wendy’s.
Either keep an older version of your app for those that don’t upgrade to the best phones out there, or allow ordering on your website with my account and my rewards and any deals that are listed on the app.
I doubt if these suggestions will happen, because the upper management isn’t smart enough to realize that they are alienating many of their customers, and losing them because of this issue.
BOYCOTT WENDY’S!!!",1,Rb360,2022-03-08 21:10:40,False,,Wendys
140,Pretty good! But...,"I appreciate the Wendys app, very intuitive and quick. It’s legit. BUT for areas that have the multi flavor Coke machines, it would be beneficial to have flavoring additives as options for your drink. As well as light or no ice. Or a place to write in before submitting an order “Light ice” or “No ice”. Small things, but important to some. Overall, great app with “Offers” section that can save some bucks (I’m sure while promoting purchasing overall). You did good Wendy’s...you did good.",5,J2onesy,2020-05-23 18:31:20,False,,Wendys
