,title,isEdited,rating,review,date,userName,Company_name
124,Needs updating for iOS 13,False,1,"When trying to run this app on an iPhone 11 Pro Max running iOS 13.0, the app crashes on launching. Looks like they didn’t update the app prior to the release of iOS 13. Someone needs to remind the developer(s) of this app that the reason Apple releases beta versions of iOS is  to allow developers to test their apps with the latest versions of Apple’s operating systems, so that when a new version of iOS comes out, their apps are ready to run on it. Disappointing.",2019-09-22 22:37:00,Stymyx,Krispy Kreme
125,Does it ever work when you need it?,False,1,Well I have been trying to enjoy krispey Kreme and the app for about two months. The first two experiences were very bad and I am giving them another chance for the third time. Today is free coffee and doughnut day for rewards members. And oh how perfect that the App is now down. Keeps signing me out. The app is not very convenient even when it works. But my money is trapped in my app and I can’t sign in to spend it. If I ever get my money out I will never go to krispey Kreme again,2018-09-29 13:26:46,rootin around for ramona,Krispy Kreme
126,Updated; Works well,False,5,"October 13, 2019: 
App works well. Enjoy the add receipt feature. Like reward perks.

Version 19.4 BAD - October 2019:
Crashes immediately after clicking to open. Before this it worked great and the feature of adding a receipt is awesome so was 5 stars now it’s a negative 1 star...",2019-10-12 10:41:20,viccky =],Krispy Kreme
127,Would be nice if I actually got rewards,False,1,"I’ve gotten emails saying I have things such as a birthday reward or free Halloween doughnut.  However, none of these are loaded to my barcode in the app.  When I contacted support about it, they said I’d have to show them the email from support saying I should have a reward even though it’s not loaded to the card in the app.  Seems like a hassle to have to email support for every reward that doesn’t populate (which has been all of them so far).  Not impressed.",2017-10-19 17:10:21,sarah40460,Krispy Kreme
128,Don’t forget your password,False,1,"If you forget your password they make it so hard to recover. Yes you are given a security question, but if you don’t get that it’s impossible to recover. They don’t have password recovery sent to your email and then from there rest your password like so many other apps do. Ugh, very frustrating when you want to continue to be a loyal customer and earn point but the app isn’t fully customer service friendly or easy to use.",2017-11-06 00:15:31,Destiny1026,Krispy Kreme
129,I never can order donuts near me on the app,False,1,"I have tried multiple times to order donuts off the app and the Layton, Utah location, and I never can. When I go to choose the donuts, I would like the page is blank. I have even tried ordering off their website, and it's the same thing. It's infuriating. Some locations aren't open at certain times, and all I would like to do is order a pick-up, and I can't. Please fix",2021-11-21 06:31:43,TCT2222,Krispy Kreme
130,My experience at Krispy Kreme,False,5,Always have great service and fresh donuts! Taking a lot of people that have come in from out of town that’s never been to a Krispy Kreme . They absolutely love going there ! Everyone I have taken there has really enjoyed their experience a Krispy Kreme! Thanks🍩🍩,2018-08-09 23:14:22,125##**00,Krispy Kreme
131,This App is Crap,False,1,"Tried to use it, it was difficult. Finally got it working & used it to purchase some donuts from a local shop, but the ones I bought were “promotional” and the promotion ended the day before. They could not refund my money in the store & told me to contact customer service for a refund. Customer service told me the app was through a 3rd party & they couldn’t refund my money either, but to just dispute the charge with my bank. WTH?? Deleting app now & going to Dunkin’ Donuts",2019-06-01 18:44:46,G.G. Girls,Krispy Kreme
132,Edit the profile,False,3,I hope the developers of the app update the app because there is no way one can edit their email on the app. I need to edit my email but I have to go through a long process of a phone call and the phone calls are not reliable. I rather do it on my own. I will give it 5 stars if that option was available.,2018-04-05 13:06:24,Update_sucks_,Krispy Kreme
133,No benefit,False,1,This is the worst food app.  It’s clunky and If they have a special offer you can’t use it if you order online.  They have no method for curbside pickup-in Savannah you have to knock for minutes on a locked door to get your cold donuts.  Better to drive through and wait in line. Total waste of time.  Makes me wish their donuts were worse-because I feel screwed every time I patronize them and drive 40 miles for a donut...,2020-05-24 15:11:02,Yucked,Krispy Kreme
134,Quite lame,False,2,"You can’t use a gift card on the app or the website. Seriously? Why would I gift anyone a Krispy Kreme gift card if they can’t redeem it unless you drive to a store? It’s 2020, nearly every retail app allows you to use a gift card. Took me 20 minutes to place an order because I could not accept the fact that you can’t pay with a gift card. Lame.",2020-05-05 02:38:07,Honest Alia,Krispy Kreme
135,When it Works It’s Great,False,3,The app is great when it running normally and I’ve previously had good success with it. But for some reason today it’s acting buggy. No way to go back to look at your rewards if you have something in your cart without losing the contents of you cart. Then the app kicked me out.,2020-10-12 02:31:37,Teamsloan06,Krispy Kreme
136,No choices,False,1,"So basically you can choose only mini donuts and orange juice. Under coffee and drinks, orange juice is the only option. A few weeks ago I was able to order a dozen variety of whatever donut flavor I wanted and now it’s one option. Just don’t launch your app until you’ve straightened out the bugs. We should be able to choose any assorted dozen, and whatever drinks and other items are on your menu.",2021-12-22 03:30:07,ugh27272277,Krispy Kreme
137,Rewards only,False,2,"No mobile ordering. During holidays and family gatherings, we often order a bunch of doughnuts. The store generally does a good job but I was hoping to try mobile ordering. I should have read the details first; the app is only for rewards. Also, while trying to sign up, if I went back into the app to continue the signup process, the signup process restarted from the beginning.",2018-12-26 19:58:28,Exit52B,Krispy Kreme
138,Not a fan,False,2,"1. Every time the app updates, have to completely login with I’d and password... don’t wait to check when you are in front of line.

2. Promotions and pay are not integrated. Email promos not in app and was told today at store...you have to tell me what you want so I can get to the right screen. At La Madeline’s you scan and promos automatically deducted and credit card is charged...really fast and easy.",2018-11-17 13:40:33,Buckeye#42,Krispy Kreme
139,Poor design,False,1,"This app relies solely on scanning the barcode at the cashier BEFORE making a payment. If the scan failed, I highly recommend canceling the order and try again which requires manager override.  It makes me wonder how many times the store manager would put up with it especially when the store is fully packed with customers standing in line.  What they should have done is to allow the receipt numbers to be keyed into the app afterward for point earning.",2018-04-17 23:17:50,Singsiblaw,Krispy Kreme
140,I love these donuts,False,5,I love using the app to get some discounts. The donuts are always great. It’s a win-win situation! I think the scan page should be a little bigger because sometimes it does not scan at the register but besides that everything is good.,2018-02-04 14:15:03,Doubledelight,Krispy Kreme
141,App won’t let me create an account or sign in,False,1,"Tried creating an account through the web browser. It said I had to have the latest app installed, so I installed the app. Tried creating my account through the app, filled out all fields correctly, and then got an error message saying the data could not be read because it’s not in the correct format. All I wanted to do was order some donuts!! So frustrating and a complete waste of time.",2020-02-07 12:27:11,jk2913,Krispy Kreme
142,Graduation,False,3,We drove for 45 minutes because that is the closest place to get hot and now delicious donuts. When we got there we wanted to get a dozen hot and now and a dozen chocolate covered. When we saw the small amount of chocolate that was on the donuts we asked the lady if they could put more on the donut but she said the machine was cut off and they were not able. Other than that I love it,2018-06-13 15:58:14,I love my donuts,Krispy Kreme
143,"Bad App, Reward Program Has Tons of Bugs",False,1,"Donut is good, but the app is bad. The City of Industry, CA store I normally go to often say their scanner has problem, and when I gave them my phone number, they say they cannot find it in the system either. Even worse, when I try to claim a “missed transaction” for the reward program, the app keep saying error to find the transaction... It was almost like they purposely not give me the credit for the reward program...",2019-12-13 03:50:01,KC of Los Angeles,Krispy Kreme
144,GLITCH,False,1,"I am unsure if the App is compatible with ios-13 on iphone, everytime I put in my login information it goes to the next step and then it closes the App and I have to open the App again and put in my login information but I am unable to get pass this step. I have deleted the App several times hoping I will get different results. Is it the ios-13 software or the App needs to be updated to be compatible. Someone Please look into this. Thanks!",2019-09-24 14:25:49,Pilladigga funny time,Krispy Kreme
145,Frustration trying to register,False,2,"I'm just trying to sign up and it's already acting buggy. It loses all progress if I close out of the app (not kill it) to go elsewhere to copy my password. Then when I click ""paste"" in the app, nothing happens. I'd really like this to work because my passwords are long and complex. The shortcuts (like clicking on, rather than entering in my phone number) aren't working either",2019-03-21 00:05:25,SingInTheCar,Krispy Kreme
146,Great app but....,False,5,It would be better if you could scan the receipt after your purchase and be able to get your points. If I don’t have my phone with me I miss out on any points I could have received.,2018-05-17 12:11:08,Whitleymom,Krispy Kreme
147,Love the app but....,False,2,"I enjoy using this app when I go to kk, however, I receive msgs saying that I have free rewards but nothing appears when I open the barcode. If the rewards do show up when I select the barcode they disappear so fast I don’t have a chance to see what I can get. The most recent update seems to have caused this glitch with no fix in sight. Please fix so I can Lee enjoying this app to the fullest potential.",2017-12-02 22:34:00,allbetzroff,Krispy Kreme
148,Issues in store and can not order online,False,5,I think the team could be more educated on how to use the app. Also it would be great if we could order on the app to pick up in the store like other food apps such as Chick-fil-a and Panera.,2017-09-14 13:39:43,Shameka923,Krispy Kreme
149,Difficult,False,2,I have tried several times to get my free doughnut and I always end up buying a couple a dozen donuts not getting the free one what is the problem with the store having the donuts that’s on the menu in drive-through this is becoming so difficult and instead of continue  dealing with this app it doesn’t pull stuff up or the store that I go to in Owings Mills Maryland I’m bout to just stop dealing with Krispy Kreme altogether,2018-03-26 14:30:35,Marcia's gift,Krispy Kreme
150,Krispy Kreme APP,False,1,I’m not sure if this is only happening to me. I downloaded the APP but everytime I try to open it… it tells me “unable to securely connect to server.” So I removed & deleted the APP & tried installing it again… but all the same problem. Did this happen to anyone who downloaded the APP & experienced the same problem? I guess Krispy Kreme should check this problem. I believed they need to fix the bug in their APP,2021-09-14 00:44:52,ggand004,Krispy Kreme
151,Kk,False,5,"Love the coupons and love the doughnuts.  I wish you would put one in Shallotte, NC. I had to drive 39 miles one way to Myrtle Beach or 37 miles one way to Wilmington to get one and not talking about ones on Grocery shelf. The real hot and now cannot be beat. We have no treats in Shallotte. Please🌷❤️",2018-08-08 18:09:00,Griswolds mummy,Krispy Kreme
152,Never get what I pay for,False,1,"I don’t like that you can’t use your reward points with online orders. They make you go inside the store to use them. Also any time I order through the app they give me doughnuts I didn’t ask for or replace a doughnut with a mini doughnut if they’re out of them, it’s annoying that my order is never what I paid for i feel like I keep getting scamed like is this a joke?",2021-10-29 16:48:59,Xaigaa,Krispy Kreme
153,Broken!,False,1,"I do remember a day when this app worked, but it’s been a while.  If you download and set up a rewards account, I recommend NOT using the Facebook option.  I’m pretty sure that’s where they broke their own app.  I sent another email this week and got this response:

Thank you for your email regarding our Krispy Kreme rewards app . We appreciate the opportunity to assist you. Unfortunately, when Corporate released an update I caused some minor glitches with the app. As of right now we can not reset passwords for your account. We are not sure when Corporates going to have a fix for this. we do apologize for any inconvenience this has caused. 

On 4/12 another update was released... and yet again the app doesn’t work.  

——-",2019-04-13 12:05:25,J.A.F.O-,Krispy Kreme
154,Friendly-User App,False,5,This is a very friendly-user app which makes it an easier and convenient way to get the latest news on my favorite donuts! I also appreciate the free donut when new flavors are introduced!,2018-08-08 01:36:35,ChristineSATX,Krispy Kreme
155,Disappointed,False,1,"I’ve gotten emails saying that I earned or was gifted things (like a birthday reward etc). But no where in the app does it say that I have something or what it is that I earned; how are you supposed to know what to get and before when to get it so that it doesn’t expire??

Also, I would suggest adding a section where you can submit a receipt for points in case you didn’t get your app scanned—like going through the drive through",2017-10-17 20:48:01,Missliteral,Krispy Kreme
156,Times,False,1,"I love the app, but would like to suggest a few things. First, I think that the start time of the hot and ready light should be listed to let consumers know if they are at the front or back end of the rush. Second, the average time of the light could be listed. Finally, the best idea would be average time of hot and ready light. These suggestions would be great for anticipating the light for customers that want fresh donuts but aren't near a particularly close location.",2017-07-11 01:09:23,gregormarpham,Krispy Kreme
157,Best donuts worst app,False,1,"I have installed, deleted and reinstalled this app a few times now. Let me first say, I LOVE KRISPY KREME and wish more than anyone I could love this app. 

For some reason, this app never works for me. The rewards/barcode never loads and most recently I can’t make an order— I keep seeing a basket error. 

Will delete for now and reinstall later again in hopes that it gets better (only because I love Krispy Kreme so much).",2020-05-09 23:28:02,s s son,Krispy Kreme
158,Dead app.. shuts down every time.,False,1,"I’ve never even been able to fully log in to this app - SO FRUSTRATING! It either gives me the error that my password isn’t in the correct format or of I can get past that it completely shuts down every time the pop up asks if it can use my location. I’ve deleted and redownloaded the app MULTIPLE times and no fixes. This is so frustrating, really wish you guys could fix this.",2019-09-29 15:02:10,me+you.,Krispy Kreme
159,Horrible Site Support,False,1,"Had the exact same experience as '93 Bruin. They need to hire people who know what they're doing, not just throw a crappy app together and expect people to go out of their way to fix their own Krispy Kreme rewards accounts. Ridiculously complicated and zero support behind it all.  I called at some point and the lady was totally clueless about the app and the website and had no idea how to help me or who to refer me to. I gave up on this a long time ago.",2019-05-06 12:51:02,Majka1979,Krispy Kreme
160,I T  S U C K S,False,5,This app works so bad that when I went in with a friend to redeem our free donuts the cashier got so frustrated with the app himself he gave us our five donuts for free and  said “whatever just take them and leave” so I guess I’ll be using the app again,2018-08-09 04:13:03,cheapskate for free donuts,Krispy Kreme
161,Stopped working,False,1,"My KK app stopped working with one of the last updates.  It won’t let me log in, app keeps crashing after opening, tells me that I can’t retrieve lost password, so I’ve lost all the points and freebies I earned!  Sadly this app has become extremely useless and I haven’t been to Krispy Kreme in months now because of this.  I’ve emailed/messaged KK, to which I haven’t gotten any responses on how to fix this and get my account back!!  Worthless app now.",2018-11-12 12:03:19,pbjb30,Krispy Kreme
162,No Custom Tip for Delivery,False,2,"The app is fine for getting donuts and having them delivered because I’m too lazy to get my own. But I think it’s pretty dumb that they do not allow me to tip someone what I want to bring said donuts. It caps it at 20%, and even if I order two dozen, that’s only about $5. I shouldn’t have to ask the delivery driver for their cash app, Venmo, Google pay, etc.",2022-03-05 00:10:17,Ghost household,Krispy Kreme
163,"Can’t view, change, or cancel order?",False,1,"Why is there no way to access an order placed the day before pickup? I can’t make a change, cancel, or even confirm that my order still exists. When I call the shop directly, they also can’t access my order or even confirm that it exists, let alone change or cancel it. So, now what? I get charged for something I can’t pick up? This is a huge gap in functionality.",2020-01-17 00:50:18,AG1850,Krispy Kreme
164,"New version required to change password? WT*,O? A hole. 🍩",False,1,"I went to the website to updatemy password, and the website put up a message about the “newest version” being required to perform that function.

We have the latest version of the app: updates whenever available. And I sure as heck don’t know how to get the “newest version” of the website. (That’s up to the webmaster, not us.)

The app, and the website, are utterly worthless. 👎🏾",2018-11-14 22:37:39,fjpoblam,Krispy Kreme
165,New Update,False,2,"Since the new update it automatically signed me out of my account, which I knew it was going to happen. But whenever I tried logging in, especially with resetting my password, it is asking for my security answer but the question seems like a bunch of numbers and letters, instead of an actual question and I am not able to log in.",2018-09-07 13:04:47,hellotherek,Krispy Kreme
166,What is even happening?,False,1,"Had this app downloaded for awhile. Error messages kept coming up saying the app won’t open. I deleted the app in an attempt to re-download it, but when i go to the App Store, it says the app is still installed. I had several free rewards on there and have been really disappointed they haven’t fixed it in 4 months. Won’t/ can’t go to Krispy Kreme until it is fixed and the rewards i earned are back",2018-09-04 12:08:42,Someone who got no help,Krispy Kreme
167,Add payment options,False,1,"You need to add a payment option to where we can add egift cards and gift cards to the app. You should also teach your employees how to use your registers, two out of the last 5 times they couldn’t figure out how to put an e-gift card in to pay for my order, so they tried to tell me they don’t except them, after other employees put them in on visits 1,3,4.... and yes I walked out and you are about to loose a customer",2018-08-21 02:14:25,CedMik,Krispy Kreme
168,Rewards,False,2,The rewards rarely register on app and if I try to enter a missed transaction it says it can not be found. I have had this app for over a year and get a specialty drink almost every time but it says I have bought 0 and says I have only bought 5 dozen donuts when I buy a dozen about twice a month if not more.,2021-12-28 03:50:32,val3690,Krispy Kreme
169,Can’t earn rewards when ordering on app,False,2,"App says u earn rewards with each online order, but I ordered a coffee each day for a week and it never registered that I bought anything.  Only when I ordered in person and gave the cashier my phone number for rewards did the app start adding up my rewards.",2021-05-12 03:12:56,Love krispy kreme,Krispy Kreme
170,Bad APP,False,1,I used my Facebook logon to set up this APP. I have closed my Facebook account now I can’t logon because my Facebook account is closed and I have a $25 dollar card on the APP. I have asked them several times if they can help me change my logon so that I can access my account and use my $25 credit but I have never received a response. I can’t believe they won’t help me and they don’t even respond.,2020-10-24 07:04:41,Siggy51,Krispy Kreme
171,Please add a gift card load option,False,3,This app is pretty to use but it would be great to have an option to load in a gift card.  That way my gift card balance is readily available in my app vs getting frustrated that I forgot my gift card and deciding I’ll stop another time when I have my gift card.,2020-01-16 19:54:45,SammieB90,Krispy Kreme
172,Why can’t I order through the app?!,False,2,I really don’t understand the purpose of creating an app with an “order now” that doesn’t let you order. It’s bonkers that I select this simply to be taken to a webpage that requires me to sign in again and select my store. This is dumb. I love Krispy Kreme donuts but it should not be this hard. Clearly the developer doesn’t understand the purpose of an app.,2019-09-02 19:31:25,JenBW8,Krispy Kreme
173,The worst app,False,1,"This is one of  the worst app ever. I tried to do pick up but it constantly open safari but still won’t let me order. Then I tried to look up the flavor and again, it opens up safari. What’s the point of an app if its constantly opening up the safari! On top of, I still couldn’t order. AND the coupon doesn’t get linked so I ended up ordering in the store. Utterly useless. I have no idea what the point of this app is",2019-05-17 23:14:03,Mjung0228,Krispy Kreme
174,App is hacked,False,1,I never setup a security question. I go to reset password and the security question is a string of letters and numbers; which looks like codes or whatever. There’s no way for me to even reset my account password! This app had buggy problems even when I signed up! I went ahead and deleted the app because it serves no purpose and I have all the problems everyone else had; except I couldn’t load money at all.,2018-09-19 05:44:27,Qiqi Low Low,Krispy Kreme
175,No competition,False,5,"I learned to love KK many years ago, and my family inherited the taste.  In 2008, our daughter and son-in-law with their four girls (our granddaughters) moved to Siberia as missionaries.  We visited them, and our granddaughter greeted us at the airport with, “Papaw, did you bring us any Krispy Kreme’s?”",2018-05-31 23:48:50,Maverick1934,Krispy Kreme
176,Needs overhaul,False,1,This app isn’t really good at all. First you don’t get your free donut. Also this app should have the menu per store so that you know exactly what store has for donuts and such. I’ve read some bad reviews about transferring money from your debit to the app so I will not use that feature. The store has enough counter space to start a order on the go like dunkin does. Maybe in the future but then again maybe not. We’ll see what happens.,2018-01-27 20:06:17,RKOViper,Krispy Kreme
177,"LIES, THEFT & DECEIT",False,1,"I loaded $5 onto this Godforsaken app a year ago.  I have made multiple attempts , via phone and email to get the funds returned, to no avail. If I could give Zero stars, I would. I have Two Krispy Kremes by me, both owned by the same family and neither accept this rewards program -- I look at other locations, on the app, and Krispy Kreme shops a very few and Very far in between. So, who is creating this app, as it is surely to SCAM people out of the hard earned fruits of their labor.",2017-09-24 11:14:49,Justyce4all,Krispy Kreme
178,Punitive workflow,False,3,"I select delivery and enter an address when I start the order.  

WHY do I have to wait until AFTER I’ve configured my order, entered payment info, etc... to find out that no delivery services are available right now? 

Move that to the front of the workflow.",2020-10-18 18:16:09,@nonymous,Krispy Kreme
179,Why can’t I add gift card to app??,False,3,"Love Krispy Kreme, and the new one near our humane society has such nice people I stop a lot: was recently given a gift card; but I can’t add it as a payment form!!! Every other food app I have let’s you do this, it’s a shame KK sells gift cards but you can’t use it as a payment form!!!!",2020-09-27 19:31:19,kimelena,Krispy Kreme
180,App crashes on Profile & Security,False,5,"When I go to My Account and select Profile & Security, the app crashes. I have an iPhone SE and currently run iOS 12.1.1. Other than that, the app appears to be working fine.",2018-12-12 15:09:14,Abfabbabe,Krispy Kreme
181,"Works well, one of my favorite food apps",False,4,This app is easy to use for tracking rewards and payment of my order with my digital gift card. I don’t do much fancy stuff with it but for what I need from it it’s great. I wish more food apps were as simple to use!,2018-05-07 15:52:34,UriahHeep,Krispy Kreme
182,"App is fine, but store employees don’t seem to know how it works",False,3,"The app itself is fine. But the people in my local Krispy Kreme don’t have any idea how to allow me to pay with it (they don’t even seem to know it’s possible to do that). So I added funds, but they will probably just be trapped there until Krispy Kreme decides to properly train its employees.",2017-11-07 15:00:37,thecynicalatheist,Krispy Kreme
183,Fraud Rewards Program,False,1,"Rewards program is pure fraud - refuses to acknowledge my last two receipts and doesn't give reward. Missed transactions says duplicate check and nothing else. Didn’t even let me get free donut when first signed up. Just a scheme to get your phone number and data for their personal gain. Will report all this fraud to BBB and move on to Dunkin, where their app actually works and their rewards are properly tracked and provided.",2020-03-09 18:17:29,robertrh,Krispy Kreme
184,New PROGRAM STINKS,False,1,They just went way backwards as in I will try to find local bakeries for my customers.  They used to give points you could use for anything.  Now they give dozens and even worse is they automatically subtract your dozens whether you want them to or not.  No other customer loyalty reward program FORCES you to use your rewards.  Chick fil A just went from rewards to points.   I like to save my points and DO NO WANT TO BE FORCED TO USE MY FREE DOZENS FIRST.,2018-10-16 13:19:56,Rxllass,Krispy Kreme
185,Update erased my rewards,False,1,"First, the app was having trouble logging into my account through Facebook sign in. So I figured, maybe there’s an issue with the app. I check the app reviews, and then noticed it needed to be updated. I update the app, successfully logged in, but as I was checking my rewards, they are all gone. I was planning to redeem my birthday reward too, but it’s all gone!",2022-03-18 23:21:44,Nancid E.,Krispy Kreme
186,Cannot sign in,False,1,"Tried to create new account,  got error that account already exists, tried resetting password, got pin through email, inputted pin and password, app gave error but don’t know why. Tried again, same issue. Then tried to create a new account with a different email and have the exact same sequence of events. Very frustrating. Useless app.",2020-09-06 20:58:17,hellosk777,Krispy Kreme
187,App barely works,False,2,"This app don’t work most of the time. Rewards are not there like they should. Can’t order online for pick up. Notifications don’t notify you even when you have them turned on. With all that not working, why would anyone want to put their credit card info on this app? This needs a big fix and revamp!",2019-02-23 16:34:04,Thankyougirl71,Krispy Kreme
188,Nice app,False,5,"Really nice way to keep up with latest news and specials from krispee kreme. During football season I enjoy getting the freebies from the points and using the benefit of scanning for specials, where no one else has.",2018-02-04 19:31:43,Pk retired,Krispy Kreme
189,Great App,False,5,"This is one good app to have one specially when you're wanting something sweet. I love the fact that they have the red light when they're hot donuts ready, takes me six minutes to get there and get my sweets for the day.",2017-07-18 13:36:00,Bigearl32233,Krispy Kreme
190,Very easy to use and love rewards,False,5,"Love how it’s simple, u can add the card to apple wallet, add last transactions, etc. has many features that other places don’t",2021-07-30 05:39:19,googoogaga:),Krispy Kreme
191,Option to find specific donut at different locations,False,2,"I wish Krispy Kreme gave the option to find specific donuts at different locations. For example, I love the sour cream donut and I drive to at least 5 different locations in South Florida to try and find it, and no luck. I hope a future update will address this issue.",2021-12-20 18:53:31,Ckierste,Krispy Kreme
192,Love Krispy Kreme!,False,5,"I’ve been very happy using this app- always a convenience and it’s nice knowing I can earn freebies just for using it!  
You have a location in Brandon that was really convenient during Club volleyball season- our club team LOVES these donuts!",2018-06-20 04:47:49,BEVA Mom,Krispy Kreme
193,I wish no stars was an option,False,1,"Horrible app.  When you order, you’re taken to the website to order outside of the app.

Then when you do order, you can order donuts the store doesn’t have available so you drive all the way there, just to be told you can either cancel the order or substitute other varieties you didn’t really want.   I don’t understand why this is even an app.  Terrible.",2019-08-11 23:03:12,JenTunes,Krispy Kreme
194,App update,False,1,"I have used the app for a while now with no issue then when I finally get the free dozen I have to update so I update and now it can not find my account. I ask for a pin to reset my password I check my email then it goes back to the home screen. I have tried five different times, and the bad part is I know it is my correct password because it was protected by my thumb print. So frustrating!!",2019-04-25 12:33:40,RubaDuck,Krispy Kreme
195,What happen to my points!!,False,2,I like the new design and everything but where is my points that was suppose to roll over once it was updated. What’s the point of having a app on our phone to gain points from our purchases and we lose our points from an simple update. Can you please give everyone there points back?,2018-09-04 02:42:22,She-J,Krispy Kreme
196,Great rewards,False,5,This is a great app and every so often they have free offers that only those with the app get to enjoy such as a free donut or other offers plus you can earn free food and drinks by using the app aside from this .,2018-06-20 01:44:21,SS-12,Krispy Kreme
197,I Love This APP!,False,5,I collect points on every purchase. I have gotten several free dozen donuts with my points. And when the Carolina Panthers win I get points automatically added. The hot now light has always been accurate on my app.,2017-10-02 13:58:12,jgal522,Krispy Kreme
198,It is great,False,4,i love Krispy Kreme but the way to get rewards could be more clear. The app is not buggy and the layout is very simple and basic. I like the feature where the viewer at home can see if the local Krispy Kreme has ready hot donuts. I would encourage any doughnut lover to get this app!,2018-02-19 16:53:36,Trevor.Scott,Krispy Kreme
199,App is acting weird,False,1,The app messes up whenever I use it at night. I normally use my phone to get donuts at night. Whenever I go to the scan page on my phone it automatically turns my brightness all the way up to max. I’ve tried to see if it was just a glitch but it happens every time. I have an iPhone 8 Plus updated to the most recent iOS update. Please fix this guys. These phones get really bright and hurt my eyes bad.,2018-01-04 04:48:54,Fuq'm,Krispy Kreme
