,title,developerResponse,rating,userName,isEdited,review,date,Company_name
93,Needs work,"{'id': 21798670, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at tbmobileappteam@yum.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2021-03-22T14:46:16Z'}",5,Dannigurl07,False,"I hate this app. It never updates. Either the new combos are unavailable to purchase through the app, but it’s available at the store I’m going to. Or, it’ll let me purchase the combo on the app and then when I get there, they never sell what’s available on the app. So many times my order has gone through on the app but not to the store and I have to repurchase there and wait up to 10 days for my funds to return. The last few times I’ve attempted, it’d tell me it had a problem processing my card. I even attempted to buy a gift card but received the same error. I’ve updated my app, deleted and redownloaded, only to experience the same issues! I’m hungry haha. Your lines are too long and the app is the best way. But what’s the point when the app can’t even get the orders?",2021-03-19 18:17:02,Taco Bell
94,update items so it works,"{'id': 21521133, 'body': 'We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-03-08T19:08:24Z'}",3,mercieliza,False,"I love taco bell because it’s one of the only fast food places in my area that’s vegan/vegetarian friendly, but i haven’t been able to order from the app in i can’t remember how long. 
it’s super frustrating, it usually allows me to place the order and it charges my card, but then it notifies me that some items are unavailable (even if that’s not true) and cancels the order before refunding me later. 
idk if it’s the fact that there’s always items on the menu that aren’t really available (like cinnabon bites and always stay on the menu even if they’ve been gone for months). something always prevents me from completing an order. 
i always end up having to go through postmates because my order never reached the store. it would be great if i could use the app because going through a third party takes money away from me and the business... hopefully they fix it.",2021-03-04 20:05:02,Taco Bell
95,HORRIBLE HORRIBLE HORRIBLE,"{'id': 11406657, 'body': 'Please accept our sincere apologies. Can you please share the details at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2019-10-22T22:20:49Z'}",1,PiggyBank919,False,"This app is terrible! First I had a small panic attack when I went to pick up my order and the app wouldn’t load with my receipt. Then secondly there was this horrible experience of using a coupon with the app. I got one from T-Mobile for one free item and it worked; I put my free taco in my cart and it said 0.00 next to it so, so far so good. Then I checked out and suddenly AFTER I’ve been charged, my price has gone up. For me, not a problem but for someone who had EXACTLY the right amount in their account, it’s a huge problem. Not to mention dishonest. Already shaken by that, I go to the store to try to sort it out and I’m told to my face there’s nothing I can do and nothing the people in the store can do because I went through the app. So now I’m mad because that’s my money and you’re telling me that your app can make a mistake and take money that it wasn’t entitled to and there’s nothing to be done about it? And I was told that I wasn’t the only one with this problem!! Fix this; don’t agree to any coupons if your app will mess up and charge people anyway.",2019-10-22 18:06:17,Taco Bell
96,Where are the offers?,"{'id': 4863334, 'body': 'Hello there, we are continuously making improvements to the app. Please stay tuned as offers are coming.', 'modified': '2018-08-29T20:07:03Z'}",3,TacoBellQueenLB,False,"I’ve had this app for MONTHS and have placed MANY orders on it and I have yet to receive any type of offer. Other fast food chain apps constantly have coupons on their app. I love Taco Bell, it is my favorite fast food restaurant, I just wish they would get it together with these offers! My birthday just passed and it would’ve been nice to get a free meal or taco or something! 

Other than that, I love the convenience of the app. I LOVE that I can customize my order and tell them to put less sauce/cheese, even though it’s not always done by the employees. I’ve had a few glitches here and there where the store never received my order, but they never made me pay again and they just made my order for me. 

If there were ever offers I would totally change my review to 5 stars, but what is the point of an offers tab if there’s never offers? I’ll just be here waiting, with my cheesy Gordita crunch 🌮(with beans instead of meat, less cheese, and less sauce)",2018-08-29 05:56:23,Taco Bell
97,App took my money,,1,momofthreeyippee,False,"I had gone to two separate Taco Bells because the first one said their system wasn’t updated to accept online orders. After several failed attempts of placing an order, due to the slow running program, the app ended up charging the full amount of my order to my debit card after I had selected for use of $20 in bonus cards. I was only supposed to be charged $1 and some change for the remaining balance. I’m frustrated because I couldn’t get a hold of anyone by phone through the holidays, so I sent an email to Taco Bell customer care and it has now been almost three weeks with no response. Of course now my bonus cards have disappeared because they have expired. So my suggestion is to make orders through their website in the computer if you have online gift cards because the app has serious glitches. Also, after the e-gift cards are used up, no more online purchases will be made from my end. With the poor customer service response time, or lack there of, I’m not sure if I’ll be continuing with this establishment.",2019-01-04 07:49:06,Taco Bell
98,Not great,"{'id': 22985504, 'body': 'We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-05-24T19:37:22Z'}",2,Deviantkoala182,False,"I’ve used this app before and it worked fine. Used it tonight and it was disastrous. Placed my order at a specific restaurant and the app said the order was placed and all I had to do was check in at the drive thru. Pulled in to the drive thru and they tell us that they hadn’t received a mobile order. I double checked the address on my app and it was correct. Initially their only solution was that they don’t control the app and that basically it wasn’t their problem. I try to be understanding in customer service situations because I know it’s not always easy but, they left us sitting at the microphone in the drive thru for ten minutes after only saying they didn’t have an order. They didn’t do anything extra as follow up. They told us they don’t control the app but neither do I as the customer. Thankfully in the end one employee took our order and eventually got it to us. Not so sure we would’ve gotten our order if not for him.",2021-05-23 06:44:33,Taco Bell
99,Useless,"{'id': 21842488, 'body': 'Please accept our sincere apologies. Can you please share details at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2021-03-24T13:42:35Z'}",1,MelissalovesStarbucks,False,"I’ve used it three times. Never again. The store in League City, TX on West Main will not follow the instructions if you use the app, but they will gladly up charge you on everything. Two times now they said they did not get my order on “their side.” I paid for my meal 3 times, twice on the app and once with cash, before being able to get my food tonight. Their best response was, “I can’t do anything about it.” They repeatedly asked me if I ordered from the correct restaurant, multiple people came on the speaker asking me to confirm the address I ordered from like I was some kind of idiot. Yes, I’m sure I didn’t pick the other one 20 minutes away. When I asked if I would get a refund the manger said, “I don’t know. That has nothing to do with us.” Reassuring crew you’ve got here. What’s the point of the app if it slows the whole process of fast food down. They wouldn’t even look at the order on my phone. The app logs out of itself and then you’re stuck trying to remember a password before you get to the window.",2021-03-22 23:05:28,Taco Bell
100,Taco Bell,,5,The Bat - man,False,"How can you not love this beautiful Mexican-American food chain? For just under $10 dollars, one can fill up today, and tomorrow for hung over breakfast. If I could eat Taco Bell for all three meals and two snacks throughout the day, 2 things would happen. I would become another statistic to American obesity, and I would become supremely happy. When I die, cater my funeral and let there be as many Doritos Locos Tacos as you can fit into one building. 
All of this being said, we are living in a trying time at the current writing of this review. There being an app to ease the pain of ordering my beautiful burrito-quesadilla hybrid know as a Quesarito almost brings me to tears. Thank you for this beautiful platform for my cheesy, beefy tubes of wonder. Thank you. May God bless you until I see you again. 

I remain,
Big Chorizo",2020-04-22 18:06:56,Taco Bell
101,"Way too buggy, not worth it.",,1,Carlectric,False,"I’ve use the app since it first launched, and gave it an abundance of time for the developers to clear up bugs. It constantly crashes, repeatedly logs me out, I’ve been double charged for my order (and have yet to receive a refund!), I’ve been charged for my order then shown up at the location and the restaurant tells me they have no information of my order. Honestly this app creates way more headaches than just waiting to go through the line. I liked the idea of it because I have so many food allergies and preferences that I just thought it would be easier for me to set favorites so the information would be typed out for the line cooks instead of me trying to communicate multiple substitutions and add-ons to the cashier.. 
I suppose though in the long run, I am grateful that the app is absolute garbage. It has caused me to eat far less Taco Bell. So, thanks for that I guess. Feeling much healthier without consuming your product on a regular basis due to the terrible mobile ordering experience. Deleting the app now. Wasted storage space.",2019-02-19 17:39:58,Taco Bell
102,Moving Things Around,"{'id': 20935487, 'body': 'We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-02-08T18:00:46Z'}",5,culexgiygas,False,"I always have issues with this app where I can’t view the full details of my customized order. Most recently I had a bacon chalupa club combo and tried to customize it so that I did not have avocado ranch or cheese on it. Fortunately what I got had no cheese but it still had the ranch. The weird thing isn’t on the service end but the way the computer processed my order, which I would imagine is the fault of the app. The receipt shifted the customization options to the second taco on the order, including an addition of jalapeños I also didn’t get on the chalupa as ordered. Didn’t get any period. Tacos were as ordered but I really wonder why it always shifts my options to different items on my order. Can’t rate this app any higher as long as this issue persists.",2021-02-06 18:02:31,Taco Bell
103,Works about 70% of the time,,3,mooki1111,False,"There recently has been an improvement in how often the app works. However, I still experience the app freezing, deleting all items in my cart, and the checkout process still occasionally doesn’t work (I’ve lost track of how many times I’ve had to enter my card info...again and again and again)

If you reset the app and retry once or twice, it tends to finally work. But it is still pretty frustrating and usually not worth the hassle if you’re only buying one or two items. I mainly use it when ordering for my family so I can get down what everyone wants. 

Another issue is that items will appear that are not actually available at my store (and I’m not told until I’m being handed my food). They typically offer me something else in place. Not a huge deal, I just stick to the basics to avoid it. The employees always seem really confused as if I somehow created a new item myself, haha.",2019-09-15 14:25:45,Taco Bell
104,Hasn’t worked in 2 months,,1,c3bss256,False,"At one point in time, this app was THE best fast food app. I love Taco Bell and I like to be able to customize my orders. I’ve never been able to get the people at the counter to understand what I want, but the app was great for that. I could (and have) spend $50 on an order at TB, but I literally have not gone in 2 months now. 

It all started when the app updated and changed completely. My first order submitted, but according to the restaurant, never went through on their end. I tried clearing it out and resubmitting it twice before just giving up. The next time, it wouldn’t even let me check out. It kept giving me errors when I tried to type in my card number and (despite having an Apple Pay button) said that Apple Pay was not compatible for whatever reason. My third and final attempt and using this train-wreck of an app found me having to launch the app again after every single item was added to the cart. That’s right, it crashed every time I added an item. Oh yeah, and it wouldn’t let me pay again. USELESS.",2019-04-11 17:42:15,Taco Bell
105,Frustrating experience,"{'id': 9117044, 'body': 'We apologize for this. Please send us your concern at tbmobileappteam@yum.com.This will be handled with utmost priority.', 'modified': '2019-06-11T16:34:08Z'}",1,lgarza40,False,"Not sure if it was a system issue at the Location i ordered from, but they literally had us drive to a farther location because they said they never recieved my order. Albeit I had already paid for the food at this point through the app. If not I would have just placed a new order at the drive thru because at this point it’s an hour later and the only two Taco Bell’s near me are saying they don’t have my order. So I go back to the original location and have to show them through the application that I DID order from their location as it had already been paid for. After showing the proof of purchase they still refused to give me my order that I paid for over an hour ago at this point (the location is literally 3 mins away from my home) so you can imagine my frustration. The morning shift manager had to be called to approve the meal, once I finally received the food I rushed home without checking the food andddd the order was wrong. Most unpleasant experience. Save your time and just order in store.",2019-06-09 14:37:41,Taco Bell
106,Terrible App,"{'id': 18577169, 'body': 'We apologize for the difficulties you experienced while ordering with us. If you would like some assistance or additional information, please contact us via tbmobileappteam@yum.com and we will be happy to help you further.', 'modified': '2020-10-19T17:17:06Z'}",5,Ash820D,False,"I have tried twice now to use two different rewards on the app. The first time the employees told me that because they were a KFC/Taco Bell, that they weren’t a real Taco Bell and couldn’t let me use the reward. The second time was a free Dorito taco. I ordered and pulled to the window. There was no way for them to scan and take the taco price off of my total. They told me that I would have to order through the app. When I tried to do that, it was showing the total of the taco with no discount. Both times the employees (at two different locations) just promoed my food and didn’t even bother with the app. Not user friendly at all and the employees don’t know how to use it either apparently! I guess I shouldn’t have expected something similar to the Chick-fil-A app from Taco Bell!",2020-10-17 01:36:52,Taco Bell
107,Be careful!,"{'id': 6852453, 'body': 'We are very sorry to hear this. Can you please email us at tbmobileappteam@yum.com so we can investigate? Thank you!', 'modified': '2019-01-15T20:11:13Z'}",1,Chosenone2090,False,"From other reviews I’ve read (and my own experience) it looks like Taco Bell is making a lot of money without having to give food to people! I had a difficult time trying to place the order, it would not let me use multiple gift cards for some reason even though the amount would have been more than sufficient for my order total, so I had to use one and my debit card for the remainder, then while trying to place the order it suddenly charged me the correct total from what I was trying to order without me pressing “submit”. I never received any sort of order confirmation/receipt which I immediately knew was going to be an issue.

No order was submitted to Taco Bell. No proof=no food/refund. Do NOT give anyone an e-gift card to Taco Bell, it is a scam and you might as well throw that money in the trash! My $20 in e-gift cards I received for Christmas all vanished and went unused. I got sick of jumping through all of the hoops trying to get someone to help me, I finally said forget it and promptly deleted that scam of an app they created.",2019-01-13 17:02:16,Taco Bell
108,Worst fast food app,"{'id': 11647453, 'body': 'We want to share this with our Customer Care team. Would you mind emailing us at tbmobileappteam@yum.com? Thanks. ', 'modified': '2019-11-04T19:40:26Z'}",1,rachaelbeaty,False,"The worst food app ive used. Ordered for the first time using the app (since i had used many other fast food and restaurant apps with great results) ordered our food while we were leaving a family members house to pick up on our way home (10 min drive from the taco bell). We received the “pull in and tell them your name” email and headed to the restaurant. Pulled in the drive thru to a very rude employee saying our order could take over 15 minutes to receive and that they had no record. I asked if she would like to see the confirmation and was told i needed to keep going in circles around the drive thru until they received it. After waiting in line behind 3 cars we pulled back through to another no record...after an argument about my card already being charge (30 minutes after we placed the order) the order conveniently “popped” up....i wont be ordering from taco bell again, but if you are, id suggest just doing the old fashion drive thru order - its 30 minutes quicker.
This the temple, texas on adams avenue location",2019-11-03 06:09:46,Taco Bell
109,Location hours on app,"{'id': 24185091, 'body': ""We’re sorry to hear about the login issues you're facing. Please contact us at DigitalSupport@TacoBell.com, so that we can get this resolved."", 'modified': '2021-07-28T19:56:53Z'}",3,Harlexx007,False,"I’ve loved my app and been able to use it until recently. It wouldn’t let me place an order until I was already in the drive thru (I kept refreshing, reset phone, closed app, etc.). Every time I go to place an order, it allows me to add items to my cart, but when I check out, it won’t let me go through to payment because it says “uh oh it looks like your location is closing soon” even though the hours on the app for my location say 9am-3am (which is correct). I tried to place an order 3 days ago at 9pm, yesterday at 11am, and today around 10am and it will not go through to payment and ordering…. It’s just a pain because I’d like to just pull up and be able to quickly get my food and pay with my gift card through the app but I can’t order nor pay until I get there because of this. Please do another update to fix this.",2021-07-27 15:56:40,Taco Bell
110,Online ordering/customer service,"{'id': 23847496, 'body': ""We highly regret any inconvenience this caused. Please send us a message at DigitalSupport@TacoBell.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2021-07-09T18:47:01Z'}",1,NMK88_9927473920,False,"So I placed a order online to be picked up in store and when I got to the store the doors were locked seemingly for no reason. I tried to call them 3 times to cancel the order, the drive through was long and no exaggeration this Taco Bell’s drive through will cost like 20 minutes of your time so I wasn’t doing that. I saw that they completed my order as if it had been picked up 25 minutes after placing it. Had to wait until the next day to call corporate for the issue and after several minutes going over this and confirming all details of payment order number location and all that I was told someone would be in contact. They should’ve just handled it then and there. A week later I’m not refunded and have heard from no one at Taco Bell so now I get to call again. 
My issue with all this is that they are wasting my time instead of just dealing with their mess up. 
If your doors are going to be locked don’t have in store pick up as an option.",2021-07-08 15:33:32,Taco Bell
111,"App Takes Your Money, Taco Bell Doesn’t Have Food in Stock","{'id': 23316180, 'body': 'Please accept our sincere apologies. Can you please share details at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2021-06-27T01:22:46Z'}",1,Mimu1410,True,"***UPDATE*** Taco Bell responded to this asking me to email them about my experience. I gave them details on dates, order numbers, issues, cost, and when I reached out to customer service or did a survey. They responded asking if I’ve contacted customer service. Obviously they never read my email. I responded and haven’t heard back in weeks. What a joke. They don’t care! 
At least 4 times now, I’ve ordered using the app, check in, get to the window and they tell me what I ordered isn’t available. They’re out.  I ask to cancel the item and I’m told they can’t do that because I ordered through the app and I should cancel the order and then do an order in person. Problem is that the app never cancels the order by that point. Its too late. It’s a major issue. I end up paying for things I don’t get. It’s a rip off! And I fill out a complaint online each time and no one ever replies. They don’t care about their customers. Take your business elsewhere.",2021-06-27 01:22:46,Taco Bell
112,It won’t let me log in!,"{'id': 7053108, 'body': 'We want to help. Can you please email us at tbmobileappteam@yum.com? Thank you!', 'modified': '2019-01-28T23:59:14Z'}",5,Kunas24,False,"I have used this app before and I really enjoyed it, but ever since they updated the app I can’t get logged in. I have tried using just my email and password, I tried logging in through Facebook and nothing works! I even tried to create a new account and it tells me the email is in use already! I tried reseting my phone incase it has something to fo with the connectivity can’t login. I tried reinstalling the app still can’t login. I’m about ready to just give up on this app which is a shame. I have used it many times in the past and had great experiences and now that I’m bed bound it would be very handy to be able to pay for my food so that I don’t have to bother people to come up to my 3rd story apartment more then once to deliver food when I’m craving a flippin chalupa!",2019-01-28 17:49:37,Taco Bell
113,"Tried once, won’t waste my time trying again",,1,MochaKnee,False,"Tried this app tonight because my order is a little more difficult than most so I figured it would be easy to just input the modifications and stuff myself. That was not the case. I went thru the drive thru and was informed my order hadn’t showed up yet, but to pull forward to the window. Waited for someone at the window to let me know the order had showed up, or ask me what it was so they could make it for me then. Instead no one spoke to me at all, they just handed me an order after a minute and I pulled away only to discover this was definitely not my order. According to the people inside my order never showed up so I basically had to order twice and deal with the somewhat surly people working who assumed I sent my order to the wrong store or something (I did not). I’m also confused as to why they just handed off food to me without me even paying or anything lol.. but that’s probably more an issue with the store (which I actually used to work at so I can vouch for their un-professionalism)",2018-04-25 06:38:30,Taco Bell
114,Update ruined this app.,,1,Coolhands420,False,"This app used to be the gold standard of fast food mobile ordering. Since the major update, it’s been almost unusable. Put aside the usual “now where did they move that thing I’m used to” and lost saved settings, those can be expected I guess. But this new app is buggy and harder to navigate. Took me 15 mins to try and place my order today. Every time I saved my customized menu items, it never added them to my cart properly. In the end, I just had to assume the “chicken soft taco no sour cream” that was in my cart was actually the “grilled chicken taco, no lettuce, add beans” that I ordered. Then, the app sent my order to the wrong restaurant! Event though I checked multiple times to make sure it was right before sending. When I tried to fix it, I had to try three times to get it to the right restaurant because “there are no times available at this restaurant today, please select another location.” My experience today is the worst I’ve had with this app, but the problems have been mounting since the update.",2018-07-07 18:04:10,Taco Bell
115,Login Issues - can’t get into app,"{'id': 26171819, 'body': ""We’re sorry to hear about the login issues you're facing. Please contact us at DigitalSupport@TacoBell.com, so that we can get this resolved."", 'modified': '2021-11-09T14:46:14Z'}",1,JynnSpy,False,"Use to work for me. Now, no more. Log in screen keeps says “log in failed”. Ok, I KNOW my info is correct. I use a password keeper, Apple auto fills and all info is correct. I have app send me a “reset password” email. Reset password. Takes me direct to online site (not app). Logs in fine. Has a banner prompt to open in app. Click on that since it’s what I wanted to begin with. Enter email/password that just worked online - “log in failed”. Now I try creating new account. “Email already in use.” Ok, confirmed that’s not the issue. Try logging it several times with info I know is correct, after closes/resetting app. App is up to date. Restarting phone. Nope. Go to App Store to click on “support” link under leave a review. Clicking on support does NOTHING. Scroll down to “report a problem “….goes to a “sorry that page can’t be found”…!!!!!! So here I am with my only recourse left. 1 star review and no longer able to order via app. Which means…next place for dinner!",2021-11-07 23:14:42,Taco Bell
116,Worst experience time consuming unreliable,"{'id': 24143740, 'body': 'Please let our Customer Care team know about this. You can reach them through Facebook, the Contact Us page on our website, or Twitter @TacoBellCare.\r\n', 'modified': '2021-07-26T23:21:34Z'}",1,chucksmurf viral,False,I downloaded the Taco Bell App I’ve been trying to place a order through the Taco Bell App since yesterday because I have a Taco Bell Gift Card but the Taco Bell App wouldn’t allow me to place a order because of a overwhelming amount of customers error I was prompted to try again every 5mins I wasn’t able to order from the Taco Bell App until today When I placed my order I assumed my order was completed because My payment was already accepted but there was a small text saying I could either wait 15mins more or place more order now I realize I’ve been waiting for food that wasn’t actually ordered I pressed order now to complete my order I was given my order and I walked away from counter I realized I wasn’t given my drink I purchased I couldn’t get a employees attention when I got home I didn’t have any sauce I ordered at all and I didn’t have any napkins worst experience I did want a refund for my drink I wasn’t given any options through Taco Bell App,2021-07-23 18:46:32,Taco Bell
117,Awful.,"{'id': 19790053, 'body': ""We highly regret any inconvenience this caused. Please shoot us a message at tbmobileappteam@yum.com with all the details. We'd be more than happy to help. Thanks."", 'modified': '2020-12-16T00:08:04Z'}",1,leipei1117,False,"Twice now, on my phone and my husbands phone, the app has halted our dinner plans due to its incompetence. For me, the app crashed after placing an order, it didn't send an email and when I checked orders in the app nothing was listed,  but it still took money out of my account!!! I assumed the order went through since I paid for it. but when I got to the window they had no record of it and I went home empty handed. It took several days to get my money back, and that was all the money I had that night. Thanks for the box of mac&cheese for dinner Taco Bell. My husband to my reluctance tried the app again the other day,  had an order confirmed and ""sent "", received an email confirmation and an order number, had money taken out of his account... And when he pulled up to the window they had no record of it again. It also took 3 days to get the money back, and I ended up having to drive out to Taco Bell and placing the order the old fashioned way. 

I will never use this app again.",2020-12-12 00:57:36,Taco Bell
118,Can’t sign in,"{'id': 7680364, 'body': 'We want to get this fixed for you! Can you please email us at tbmobileappteam@yum.com so we can look into it? Thank you!', 'modified': '2019-03-11T23:35:12Z'}",1,jessim5700,False,"I’ve been able to use this app a total of 1 time since I downloaded it months ago. On that one occasion, I had no issue. Found a 15% off coupon, ordered my food, made it to the restaurant, ate, and went about my business. Well the next time I tried to check for anymore coupons/deals, I can’t sign in at all. It says “Log in failed.” So I tried again. Still failed. Closed the app and tried again. Still failed. I’ve tried several more times since then to log in with no success. I see no point in having an app to pre-order my food on when it gets me the same results as going to the restaurant and ordering in person. I can’t log in to use the deals, and from what I understand from other reviews, the deals are basically nonexistent now anyway. Plus, as some others have mentioned in their reviews, they don’t start making your food until you check in at the location, so you end up waiting the same amount of time as you would if you’d just gone in the store and ordered in person.",2019-03-10 13:24:45,Taco Bell
119,Problems with voice over and accessibility,"{'id': 17423666, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at tbmobileappteam@yum.com.', 'modified': '2020-08-21T16:19:58Z'}",2,cwusa,False,"I finally got this app to do what I need to do place an order. The first time I tried to use this app, I did not know that to remove an item from my cart I have to double tap and hold and swipe to the left because I am blind and use accessibility software. It told me nowhere on the app that I need to do this. Another issue I have is that menu items are not described unless you click them and click customize. Finally, it just takes a long time to get an order placed make sure that is correct and pay for my item. When selecting my pick up time, it didn’t seem to want to tell me what Times I could do that. I finally got it to do it but it was very confusing. Thank you so much for taking the time to read this review and consider these issues. If these issues can be fixed, it will be a great application, and I will be glad to update my review and give it more stars.",2020-08-20 00:27:18,Taco Bell
120,Conveniently catered 🌮,"{'id': 5346263, 'body': 'Hi Mattison, can you please send us an email to tbmobileappteam@yum.com? Thank you! :)', 'modified': '2018-10-03T18:41:44Z'}",5,Mattison Baxter,False,"This revolutionary app has updated my world of food! It makes it easy as a button to save your creative creations including your beefy five layer customization! Best of all you can order your food ahead of time, like while running errands, to ensure your food stays warm and you can get back home to your families! Before I got the app I really didn’t know what items I could just add to my burritos or quesadillas but now they are all outlined in front of me ! Like my famous chicken quesadilla add steak spicy ranch and make it supreme! By downloading this app your are not only saving time but also money! So please do YOURSELF a favor and download the app today! 

(Not paid or sponsored by Taco Bell inc. but hopefully in the near future they will notice me.) have a great day, and hello Taco Bell customer service employee, (please do a piece on me!)",2018-09-27 05:00:19,Taco Bell
121,Good but major problems,"{'id': 12667483, 'body': 'We can help. Send us a message at tbmobileappteam@yum.com.', 'modified': '2019-12-31T17:55:44Z'}",2,Angry Car-less Customer,False,"I dont have means of transportation so I tried to deliver food to my house. Tried. I put three items in my cart and then when I went to enter a delivery adress I would enter my address in the box i was directed to do so in. It would NOT work I tried many times do enter my address, but every time I did it i would press the ""check for delivery box"" and it would do anything. Also its not that i wrote my address wrong I tried many times, I personoly typed it out 15+ times, I assumed that I was typing it wrong. I thrn went to google maps typed my address COPIED and PASTED the address GOOGLE MAPS gave me for the location i lived at. It still wouldnt let me press the ""check for delivery"" box.

Though I cant deliver food to my address I really like the app, its easy to find store location, finding food and costomizing food is at easy access, but one of the biggest reason the Taco Bell app is a thing is to deliver the food.

Any way, the app is pretty good despite the major flaw.",2019-12-30 22:45:45,Taco Bell
122,"All Group Bundles, No Value Items on “Value Menu”","{'id': 25214218, 'body': 'We want to take a closer look at this for you. Please send a note to DigitalSupport@TacoBell.com so we can connect.', 'modified': '2021-09-20T18:12:37Z'}",1,sandiegospirit,False,"Hi there,
It seems like the app has two tabs on the order menu (Groups and Value Menu) which both show the same items (those being the offerings for Groups, such as taco and burrito packs), and this leads me to believe that either this is an app error or that all value items have been removed from the menu. If the former is true, I hope that this error is rectified soon; however, if it is the latter, I find this business decision to be extremely limiting. Taco Bell has long been a bastion of value level purchases, a perk of which I’ve gratefully been the beneficiary for quite a long time. It has the perfect items for when you need something to eat but you’re not in the mood for an overpriced offering or a large meal. Unfortunately, I currently find myself in this predicament without such solutions at my disposal. I hope that this mistake was accidental, but if not, I hope that this decision will be reconsidered in the future.",2021-09-18 22:02:12,Taco Bell
123,App Doesn’t Work,"{'id': 17873542, 'body': ""We’re sorry to hear about the login issues you're facing. Please contact us at tbmobileappteam@yum.com, so that we can get this resolved."", 'modified': '2020-09-15T19:51:29Z'}",5,TheOnlyDoom,True,"The app is a great idea and helps from taking forever at the drive with what you want. However, ever since they updated the app with rewards you cannot sign back in. I have tried uninstalling the app and reinstalling it and still doesn’t work. Makes it scary since my credit card information is saved on my account, but this a bug that has been going on for more than two weeks now. Compared to competitors its is surprising that Taco Bell is so slow with app maintenance. Bugs need to be fixed before adding more features.

*After getting reached out by the team I have changed my review. Everything has been fixed and they were swiftly in their responses. Heres to less bugs lol. Good customer service.*",2020-09-15 19:51:28,Taco Bell
124,stopped working after update,"{'id': 11603890, 'body': 'Please let us know if this issue was resolved or not. Thanks. ', 'modified': '2019-11-01T18:49:08Z'}",2,Summieysum,False,"I love the Taco Bell app, it makes it way easier to customize my meals to make them vegetarian. Unfortunately, after one of the previous updates it stopped working for me. I can no longer log in to my account to get the deals or rewards or to save my favorite orders (which was a feature I really liked). Whenever I go to the log in screen it says “log in failed” in red at the top of the screen. I tried to sign up for a new account and it said “sign up failed. please enter valid email ID”, probably because an account already exists with my email. I also tried to sign up with facebook but every time I do, it just takes me back to the sign up page without logging me in or anything. Please help me fix this issue. I visit Taco Bell frequently because it’s my favorite fast food place and I appreciate all the vegetarian options offered! I’d really like to be able to log in so I can take full advantage of all the app’s features!",2019-10-31 17:53:29,Taco Bell
125,Irritating to say the least,"{'id': 21146500, 'body': 'Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-02-18T18:34:11Z'}",1,sonargodz,False,"Every time I have to do an order I have to reload my credit card information and it won’t except the password that Taco Bell established for me already. It wouldn’t be an issue if I didn’t have to order the thing I like off the app because it’s unavailable in the stores that I go to unless I use the app it’s very frustrating to have to deal with this every time I come to your restaurant and that’s why I gave it one star.

UPDATE: 16 Feb 2021 I reloaded the new version of the app. I again had to reload my credit card information that I’ve loaded now 12 times just to make an order. All of my past orders or nonexistent getting no points for my orders I’ve had this app for two years and still only have 120 points you’ve guys have had since 2015 to fix this. This is the most pathetic app that I’ve ever used in the fact that I can’t order certain things unless I use it is a constant source of irritation to me in an otherwise good company.",2021-02-16 23:35:49,Taco Bell
126,"Skip this app, just go to the shop",,5,flyz4work,False,"I’ve used the app 3 times & my order has been incorrect every time. It was pretty easy to customize items & those were done correctly but items were missing all 3 times. This last time I ordered, I wanted drive thru pick up but when my text notification came thru it said to come inside to pickup. I got 2 notices that my order was ready for pickup (I live 1 mi away) & when I went in to pick up was told it needed to be prepared. Then when I was leaving with my order, I realized they had not given me my drink or offered any sauce packets or napkins. The pickup order before mine was missing their drink as well. A disappointing app &saved no time. The missing items in my order were substituted with less expensive menu items, so I lost money.",2019-05-28 02:34:27,Taco Bell
127,1st Time App User,,5,Clermontsrose,False,"The convenience of online ordering is awesome. Ease of use for app, I would consider fair. If I had not gone through ahead of time and selected some of my favorites, it would have been quite time consuming in my opinion. Then there was a slight snag at the end when it came to checkout. I wanted to select “checkout”, but then it would not allow me to move forward in the process. So you had to choose “continue shopping” and then it would allow checkout!! I’m not certain how convenient this is for the person stuck behind you in line though, as I opted for drive-thru pick up?? I suppose it’s all relative, 6 to 1 or half a dozen to the other. I will definitely be using the app again, it was a good experience overalls!! Thanks Taco Bell, you scored a home run with me!!!!
N. Rose
Groveland, FL",2019-02-02 05:07:16,Taco Bell
