,userName,title,rating,isEdited,review,date,Company_name
89,An appreciative customer,GREAT SERVICE,5,False,"I stopped at this store today and asked what the specials were for the day.  A very nice and professional woman by the name of Victoria explained the options of the day.  When I started to place the order, it indicated that for that special it had to be placed online.  So, I downloaded the dominos app and Victoria helped me navigate to save time and since I had never used the app before.  I can easily say that it is due to employees like Victoria, that an impression of dominos results in a positive or negative experience.  It is the way you are treated with any business, that makes a positive or negative impression of the name.  I will definitely be back often, due to the professional and courteous manner that Victoria treated me.  I hope dominos recognizes the value they have in such a dedicated employee as Victoria.",2019-05-20 22:00:54,Dominos
90,Fenderstratguy,USEFUL AND HELPFUL APP!!,5,False,"We aren’t rating the pizza here. 
This review is for the app.  I find it very useful, and I use it equally well from iphone or PC.  I really like two of the features:
1) ORDER HISTORY - The app keeps a recent order history and lets you resubmit a previous order with the same menu options and payment info.  We happen to like our custom orders, so we tend to repeat the identical order time after time.  For us, this app is a big timesaver ....brilliant!  Without getting out of my chair I placed our usual 2-pizza carryout order in about two minutes. 

2) TRACKER - This app shows the status of your food order.  Is it ready for pickup? Is it going to be awhile yet?  Helps me get to the carryout counter usually right about the time my pies are coming out of the oven.",2019-09-22 04:18:39,Dominos
91,backwheelman,It’s fair,3,False,"So I been using this app for a very long time and honestly dislike the small fact that you can’t make a comment about your order for example I just ordered 3 pizza 3 garlic butter dips,bread bites and a 2 letter of coke it was about 40 buck so it was a great deal till I got ranch instead of garlic butter dip for my bread, I didn’t get my soda at and to top it off one of my pizzas were cold and while one was kinda warm and the other was oddly extremely hot and that would be undesirable if I was a far distance away but google maps say it’s a 3 minute drive from the dominos I was thinking darn I gave the guy a tip  to lol next but honestly it’s quite often a problem where I’m told oh sorry I forgot you soda (and or)dipping sauce and etc maybe I’m just ordering from the wrong pizza place I mean Rocky’s pizza joint is just down the street it’s a bit more pricey but I guess the story is you get what you pay for",2019-04-07 02:20:45,Dominos
92,MickyD1957,Online order is the Baum,5,False,"I had a Dominos Pizza while station at Fort Lee VA. in the 1975 and it tasted like the box. We Order the 2 for $5.99 two topping pizza’s and they were delivered by a very friendly professional Driver and the Pizza taste great compared to other competitors. I downloaded the app today and ordered the 3 topping $7.99 Pizza and found it very easy to make a 1/2 & 1/2 Pizza that my wife and love and nicked named it after our names. Dominos for low cost Pizza is our first choice. At check we paid $2.00 more for some premium toppings we selected, but that was fine.  Tip to see the advertised specials in the app, select add coupon and then you can select the special and create your Pizza.  While I wrote this review, I have been sent two status messages. Got to go and get that pie.",2019-05-22 02:20:53,Dominos
93,loyalcustomer19,Suggestion,5,False,I would order Waymore than when I normally do and I’ve been a loyal customer for a while but these prices after delivery are too expensive especially for customers who don’t have transportation for the price I paid for one pizza after delivery I could’ve bought two from Little Caesars or three from Pizza patron I really think that y’all should work on the prices after delivery because you’re making it really expensive for a customers and I really think if you Caint discount all of them then use your discount loyal customers or after so many orders that would make you a lot more money been a lot more business or just discounting a few dollars it would make a big difference and I would be ordering way more,2018-12-29 19:23:00,Dominos
94,JubrDog,Amazing App!,5,False,"This app takes away all my issues that revolve around ordering from Dominoes via web — the delivery fee is factored into the price before checkout so I feel as though the app is more honest with the information in regards to what the customer is required to pay. I love the app functionality as far as how it fills out coupons and compiles orders. However I wish the app was a little more immersive — if there were basic animations or a more dynamic flow of the elements on screen I would probably feel more compelled to use the app since it would be more rewarding to interact with the interface. 

Overall though it’s a great app. Looking forward to using it in the future. Can’t wait for my next free pizza!

Side note: Make cinnamon pizza a thing!",2020-02-22 21:38:05,Dominos
95,Pn4s7y 92,Complications,3,False,I like this app because it is easy to use and there is always coupons Available. Now every time first of all over 3 time when I entered my card information the app charges my card then tells me something went wrong with the app and I never get my food the employees from 116th and Lexington dominos will ignore your call and tell you your only options is to either reorder and pay again or it is nothing they can do. Second when I order my food takes a long time to come the delivery men are usually nice but most wont even call wen downstairs so sometimes they just take my order back to the store which is annoying after waiting over a hour and a half for your food in the first place then you get the email saying you received and to rate food that never showed up,2020-04-16 17:31:41,Dominos
96,T. Lynn Bennet23,Delivery,5,False,"Pasta is surprisingly great. Pizza not too bad. Chicken, I could  live without. Trying the sandwich ( Philly cheese steak) tonight. Will let you know.  I have had worse like Abby’s in OC. I am a picky eater with   strong taste buds.  So trust me.  I love Italian food and spices.  If I say not too bad, then is isn’t. Fast speedy cooking and delivery.  The drivers really like it if you live in an apartment, that you give instructions of the building you live in and the vicinity of your apartment.  Go the extra mile for them and they will go the extra mile for you, being at your doorstep literally 20 minutes from the time they put it in the oven. Which the tracker says is as soon as I hit place order on my phone. Oh and for desert.  the cookie browny. Enough for 4 people. They do sometimes over cook it.",2018-12-07 03:46:54,Dominos
97,fljean,Convenient but Too Limited.,3,False,"It’s convenient and easy to place my order on this app BUT... I can’t add any requests or modifications that I need because there is no place for it anywhere on this app. I need my thin crust pizza baked to a light golden brown, without any hard dark brown or blackened crust. I have a jaw problem that requires me to avoid hard crunchy food or experience the painfully throbbing results. Unfortunately most pizzas delivered from my local store is baked with a dark brown crunchy crust. If this app had an area for simple requests then I would have a record that they would be less apt to ignore & unable to deny that they received. This small improvement could save many customers. I am a frequent patron who is ready to take my substantial orders elsewhere if I don’t get an effective tool to communicate my needs clearly when ordering. I hope they are paying attention.",2018-11-30 04:16:10,Dominos
98,flutter shy girl1289,Favorite Food App Design (and pizza),5,False,"Besides a love for their thin crust pizza and pasta bread bowls, I love their app. Makes ordering so easy. I love how it tracks my order and has options to be texted when my delivery driver enters my neighborhood. Delivery pizza is for busy nights when I don’t feel like cooking- and being able to track my order makes it so easy to know to expect my order is to be arriving so I can still work on whatever I am doing, and know exactly how much time I got before it’s time to chow down! My orders have been accurate with every order (and I use this app a lot LOL) and delivery is always fast and courteous. I wish all my other favorite food places had as easy to navigate app. 5 stars!",2020-06-03 22:30:54,Dominos
99,lanicho,Really need to update this app,2,False,"I spent a lot of time placing an order with this app. I would have gone with a different provider if I wasn’t ordering for the birthday girl who wanted a Brooklyn style crust. So, you almost lost business solely because of this app. First, I had to delete my order and redo it 4 times because it kept having a pricing error. Then, I have to say, 2020 and I still can’t use apple pay or PayPal, but have no choice but to enter my card info which it didn’t save even though it asked me twice if I wanted to save. Last, my location insists on contactless delivery, which is great, but there is no place to add a tip during the checkout process, so I’m going to have to contact my driver if I want to give them a tip. I have no problems with the quality of your pizza or customer service, but the ordering experience will send me to your competitors next time.",2020-09-20 20:52:15,Dominos
100,DriedMossiOS,A great evolution,5,False,"I grew up with Dominos in the late 80’s and 90’s. Yeah, I dig a slice of happiness every so often. But as I got older, so did the same old pizza delivery. I started making my own, and learned a good recipe and tricks of the trade, with family and friends. Dominos became a second best to what I could do on my own at home. In the last couple of years, Dominos has kicked up their game, times have been changing, and Dominos has changed with the times. For the better. Now, I don’t always eat pizza, because my wife is a great cook of many styles, but when we don’t have time to cook, or I am on a business trip, like today, I sit back and relax with that slice of happiness again. It’s good to treat yourself with a slice of happiness every so often. Dominos provides!",2019-03-05 04:20:09,Dominos
101,ndkxkfndnxjkfnfnf,Why,1,False,"I called them when one hour passed and the lady on the phone said that my pizza would be there shortly. I said thanks and hung up, then I called again and a different lady answered and asked where is my pizza. She said that it just came out of the oven and that it’s being boxed and next in line for delivery. I said thanks and hung up. I was looking outside my window and saw the dominos car drive off in another street and passed right by my house. Like 15 mini passed by and called again. A man answered and said that the driver came back with the pizza saying that it was incomplete or something. He said I should just cancel it and I told him I didn’t and then he just hung up. The disrespect in that. I ordered again because saw it was canceled on the dominos app and now I’m waiting for my pizza. Btw I ordered the pizza around 4:00 pm. It’s currently 8:22 and still nothing. Honestly I am never going to order of off this dominos and go with a better company. This dominos needs to be checked up on.",2019-10-25 01:25:15,Dominos
102,Neglected Cactus,Convenient!,5,False,"This application makes indecisive ordering much easier for everyone involved. Especially when in a room full of drunk people at midnight. Saves the unfortunate employee who would have answered the call the trouble of having to listen to belligerent and incoherent background noise. Noise that drowns out the drunkard's poor attempt at rambling off a $40 order that will be forgotten long before they ask to have it repeated back to them. Less room for error if the customer is control of the order. Especially while using such a well designed yet harmoniously simplistic user interface. Well done, Dominos. Also, 100% only composed this review so it would stop asking me to rate the application every time I use it!",2017-10-21 01:36:54,Dominos
103,RainaPalmer,Dominos: To eat or not to eat,2,False,"Most dominos have a sense of pride. They care about how their pizza is made, delivered, and handled. I don't want to go as far as to expound that this dominos in particular lacks this crucial trait, but I do want to say that I've witnessed the contrary first hand—I've seen some things about this dominos no one should know. Hence,  I shall not speak on such atrocities. I can speak on some of its redeeming qualities which is important to consider if one is to grasp a cogent understanding of this establishment's integrity. They care about the crust, their faster that Subway's delivery system, and god do they love putting on extra pepperoni (some may say this is a deficit, but not for myself and my son Leonardo). If there is anything in particular this dominos could do to regain my trust, my support, and my condemning or exalting stars it is a free large pizza made, handled, and delivered with care. It's not easy to forget and forgive, but such a gesture may rectify my sworn grievances.",2017-11-05 05:22:56,Dominos
104,dontbuypizzahere,Worst customer service I’ve ever encountered,1,False,"I called in for a pizza delivery yesterday evening. After 2 hours I called the Dominos store in Watsonville, Ca. 512 Main St., and asked why there was a delay. The woman who answered the phone told me that it was delivered. I told it it had not. I live in a mobile home park and my door was open to the porch and the dog never barked. I know that it was not delivered. I asked to verify with the “driver” but she told me he was the assistant manager and wouldn’t lie. I asked to speak to the manager as she told me that they would not credit me back for the purchase. And she also said that SHE was the assistant manager but would not give me her name. I was shocked by her attitude and called her 2 more times only to have her hang up on me. I will never buy anything from a Dominos and will let my local friends know how awful this particular store is. Wish I didn’t have to give her a star but it’s the only way to warn other Watsonville people.",2021-11-22 17:56:30,Dominos
105,fbrittanynryan,Food old cold and bad service,4,False,"About a month ago I had really bad service. Talked to a manager and he didn’t have very good customer service. I
Work In pizza so I know how it feels to be short staff and drivers. I understand having to wait 2 hours for a delivery If your busy but I can update my online quote time. Idk If you can but If
You can’t you should at least notify your customers. I seem on the tracker where my pizza was in the rack
For 45 min so I call the store and the managers says we’re short drivers I said that understandable but will you please remake mine so it’s not cold he
Goes to tell me you have heating racks. Well yea but those are to be used
To keep warm for 5 min max the
Food gets cold we have them too, he then says well it’s bout to leave I’ll give
You a discount I said that’s
Fine I don’t wanna wait any longer.
Well my order gets here and it’s Luke warm and a 2$ discount really?? I didn’t want food free I hate giving free food away and I hate complaining bc no one is perfect but seriously? I don’t eat pizza bc I work at papa Johns we don’t have pasta or subs and that’s what we get. So I tried again last night and it was fast and hot. I would of complained along time ago but app didn’t offer a review.",2018-05-10 02:45:31,Dominos
106,Ellibe1001,Dominos all the way,5,False,"My husband and I order from here frequently. Tonight we decided to go with Pizza Hut because we had a coupon. We placed the order at 9:30p and when 10:30p hit I called to see what was up. They had no record of our order and the lady hung up on me. My husband called back and she said they were closed, they do not close until midnight. We then were told they were out of pizza dough and couldn’t make our order. Long story short we are starving at this point and opted for dominoes! This branch is always right on. The pizza is always cooked perfect, toppings plentiful, quick service and with a smile. Never again will we go against our better judgment and not get dominoes. They always come through!",2018-09-22 03:31:31,Dominos
107,Molson  add me: 1T2TQ,Customer experience,3,False,"The app it’s self is fine to a degree. However there needs to be an option to leave a tip when you place your order otherwise what good is the whole contactless delivery, especially when the driver waits for you to tip and sign the receipt? Your sharing a pen that could potentially be contaminated.  No I’m not some crazy scared to get sick person, I’m just pointing that out. Next let’s talk specialty chicken, why can’t you add extra toppings? You can remove them but not add? That need to be corrected immediately. Dominos, you’re losing out on additional profits. Make a “build your own” chicken option just like pizza and pasta. Once again you’re losing out on additional profits. People like to customize their food and the points I’ve made would not hurt your bottom line in any way.",2020-11-15 01:03:13,Dominos
108,ambraesha,Love our local dominos,5,False,They are so fast and the food doesn’t ever disappoint we order it about once a week and I have been completely happy with my food all but one time and that’s understandable human error happens no one is perfect and it was also a new menu item so they just may have not known the trick to making it yet  Not to mention the drivers are polite kind and are at my door so quickly it rarely takes as long as it says it might on the app! We have always tipped well and we get top notch service each and every time like I mean above and beyond! they deserve it and they will remember next time you order. Try the sandwiches they are so good I love the habanero one you won’t be disappointed it’s amazing!,2019-02-09 05:33:58,Dominos
109,tcz97,best way to order,3,False,"but annoying glitchy. always check that your store you submit order is the same one you wanted as you started your order. we have two stores we frequent and it always forgets and defaults to the other in the middle of ordering. this past order required me to sign in 5 times, it kept forgetting me even after clicking the box that says keep me signed in. I really wish we could keep a list of favorite orders ready to go. It will remember your last order but may or may not remember the coupons… it could be 3 x the price. But you can’t select your favorite order from a list and know what is in it. I’ve been known to order not what I really wanted only to make the process go faster since the app is frustrating with so many steps.",2021-11-20 01:28:18,Dominos
110,Infamous_99,Poor Customer Service Seriously,4,False,really where despite the fact despite the fact makes it extremely convenient and user-friendly I also feel that your staff members should make the same accommodations of a simple application user-friendly and easy. However in most cases in the location that I frequent which is 68th and Capitol in Milwaukee Wisconsin. The staff has the same attitude and mentality on a regular basis I don’t want to be at work hurry up and pay so you can get the hell out of my face this is the exact feeling that I get every time. What I have learned in my work experience is that you have to work for the job that you want not for the job that you have take pride in even the smallest things I wish a secret shopper could experience what I mean take care.,2019-11-05 00:08:25,Dominos
111,Rarg534,Worst customer service ever,5,False,"I ordered 3 pizzas for the following day to be delivered to my office for a lunch meeting at 12:15.  The tracker said the delivery person left the restaurant at 12:16(less than 1/4 mile away). I started calling at 12:35 and each time I spent 5-10 minutes on hold before being told my order was “almost there”.  It finally arrived at 1:10 by which time the meeting was over and my colleagues were starving.  It was cold and nearly inedible. I talked to a manager 2 hours later who promised to put a credit of $25 in my account, though I would have preferred a refund.  Today, 24 hours later, no credit in my account.  Repeated calls to the restaurant have gone unanswered.  They just put every call on hold.",2018-12-15 19:58:35,Dominos
112,Uptown4Ezo,Add Notes Section,4,False,If you guys add a notes section to each item when we are ordering to let you all know how we would like our food cooked (ex: wings Fried hard/All Flats etc) or a notes section where we can let the people who are preparing the food know not to forget an item on our food or order If we’ve experienced this issue in the past would be great. I do the build your own hoagie a lot on and get the mushroom delight. The hoagies are already supposed to come with pizza sauce AUTOMATICALLY and I add mushroom sauce but no one I guess is trained to know that. All they see if mushroom sauce and whatever else I add to it. So I always have to call back when I get my order and say hey you left off the pizza sauce. Other than that it a be 5 stars for me.,2020-07-18 20:48:40,Dominos
113,emptyfree,Excellent app - but I have a suggestion,5,False,"This app is excellent... very easy to use. Great to see the tracker, and great to see where your order is in the process... as well as how far away the driver is!

I do have a suggestion for an improvement though. When I use the app on the phone, I get the option to tip using the card I’m paying with. When I use the app on my iPad, I don’t get that option.

Please add this feature to the iPad version of the app. I’ve been getting orders ready on my iPad, and then remembered I can’t pre-tip (usually at check out), and then starting over again on my phone. It’s a small thing, but it would make the app even better. Thank you!",2020-05-24 22:02:17,Dominos
114,Midwest Dahlia,NO ABILITY TO TIP,2,False,"You know what? This app is pretty good. Its pretty easy to build a pizza.  And the fact I can still be at work, but order a pizza for my kids remotely - because an emergency came up and I wasn’t able to make it home in time to make them dinner - is awesome. The problem? After I placed the order through the app, I asked my 14-year-old to get a cash tip for the pizza delivery person, because I’m not allowed to add a tip on when I order through the app.  He had it in his pocket when she arrived with the pizza. Before he even had a chance to pull the tip out of his pocket, she gave him some snide comment... “you know... you’re supposed to tip.” The attitude was unneeded, when he had every plan to tip her - and he did.  But I understand her resentment as well, because the stupid app doesn’t offer the ability add a tip at the outset.  It just creates negativity that isn’t needed.  DOMINOES - FIX YOUR APP AND ALLOW CUSTOMERS TO ADD A TIP.",2018-08-30 23:20:02,Dominos
115,msdosnt,"App is solid, tired of always having to sign-in",3,False,"Sick and tired of always having to sign-in to the app. I have security on my device. It should be my choice to not always sign-in.

I get you remember CC info, but keep it hidden and unusable until I sign in. I always pay cash and this has cost you 10’s of orders from when I on the spur of the moment decide to order a pizza easily and it’s nowhere near easy. I want to click and go so to speak. It’s easier to just pick up the phone and order from your competitors then hunt down my account info to just make a cash delivery order. 

You are not the best pizza in town, if I gotta do it the hard way, I will order the good stuff, as in not Dominoes. Your niche is fast and easy, don’t make it slow and hard to order from you.",2021-11-14 01:01:23,Dominos
116,Gugu La Ru,You guys did it...,5,False,"Your pizza and menu isn’t only hugely better (I noticed this about 6 years ago or so) than long ago when Pizza Hut all but had you beat, but you finally got me to write a review about your app. Your app is easy and great. I keep earning free pizzas without having to do anything . The other guys’ rewards programs read like credit card agreements. It gives you total control over what you want and how your want it ;). I like how the ‘nighttime gel capsule’ looking tracker lets me see where my pizza is in the process (or does it look more like a Tide pod?). Anyhow, good stuff Dominos. PS Does everyone in my neighborhood work for you? There are more delivery cars for dominos out some days than other people driving.",2019-07-07 00:08:38,Dominos
117,W i n,Let me see prices and check order,5,False,"App has been great until now. Picked my pizza then it tock me to a screen with drinks, deserts and other items. But no prices?  I wanted to see a couple of prices so I picked a couple, then it tock me to a donation page. From there it tock me to checkout but still no prices and no way to confirm my order???  That’s messed up.

Also I was ordering a pizza in a city I don’t know. I picked the closest Domino’s and then placed the order BUT once the order is placed, there is no way to see the address anymore to put it into my gps. I had to find the email to get the address. That’s messed up to.

I hate programmers that make assumptions: assuming I know the prices (or don’t care) and assuming I know where I’m going.",2017-11-27 01:43:29,Dominos
118,Family top chef,Almost perfect,4,False,"I love using the dominos app to order and earning free pizza isn’t a bad deal either! My only problem with the app is that when I order pasta it will not allow me to ask for extra alfredo sauce on the pasta so as soon as I place the order I have to immediately call the store and ask for extra sauce! We love the chicken alfredo but the pasta is just a little too dry for my family if we don’t order extra sauce on it. Not only does the app not allow me to order extra sauce, there is no where for me to leave a comment on my order to ask for extra sauce that way. I order online to earn my rewards points but I still have to call the store as soon as I submit my order. If it wasn’t for this I would absolutely give you 5 stars and then some.",2018-01-20 03:04:33,Dominos
119,Big Chase the Rapper,"Great pizza, service could be better",5,False,"Love the new ingredients and the pizza is very good overall, but sometimes late at night the service gets sketchy, like the employees stop answering phones and won’t deliver food at certain times and sometimes I can see there point but a lot of times I fell they do it out of laziness. I work in a restraint and take orders 1 minutes before close and they wouldn’t deliver my food one time with 45 minutes to close. There was no reason for them not to make the order other than pure laziness, and I blame management for letting the employees get away with it. And phone calls should be answered no matter what that’s why I tend to order online. Pizza is always worth it tho 5/5 for sure",2017-11-02 03:08:05,Dominos
120,Mistaku,Awesome PIZZA app needs work,5,False,"I love Dominos pizza I have my whole Life. The app however is not user friendly. I almost always get a little frustrated when navigating an order. Sometimes it’s just not that clear whether or not i’ve ordered what I want. Know that ordering on this app means work. Also, how do you order the same order you got last time? Why do you have to build it from scratch doesn’t seem very user-friendly or smart?! Last, what not combined some of the coupons!? We would order so much more pizza if we could combine the coupons! More money for you, for the stores, for the drivers, and more pizza for me and my family! Just sayn’",2021-02-26 23:15:30,Dominos
121,Stinky Puppie,"App works well, but some confusion w staff.",4,False,"I order often using the app and it works great. This along with the pizzas being delicious & affordable makes Dominos my go to place for quick & easy pizza. But there was one situation where my father (he flys i buy) went to pick up the pizza and he was asked by the checkout girl if he had paid already. My father was not sure and was almost about to pay, but remembered me saying that “the app is great because I can use my amex to pay”. If not for this, my father would have paid twice for the pizzas, creating a headache. Bottom line, it is the staff’s responsibility to know 100% whether the pizzas have been paid for or not using the app. Having to ask customers is a bit unprofessional. But other then that minor hick-up, good stuff.",2018-05-25 23:52:43,Dominos
122,skittymcnando,Great App,5,False,"EDIT: So this is just a suggestion: you guys should put the Dominos Tracker as a widget for the iPhone shortcut screen. (When you swipe right to access information instead of left for the camera). I would love that and I’m sure others would as well. =) <3 

-------------------------------------------

EDIT:
Domino’s is the best.

EDIT:
I have not checked up on my complaint above as I don't use that option as much anymore, however now the ""give feedback"" option after you order on the app is broken =( it keeps giving me an error pop up. That's like my favorite part of ordering!! However when you exit out of the original page and re-enter via the tracker button on the home page, it works fine.

-------------------------------------------

I would give this 5 stars (because I love dominoes and you guys are the best!!) but on the iPhone app you have the option for an easy order (which I use frequently). 
However when I click it, it does not give me the option for delivery/carry out or for WHERE I want it delivered. 

If you could fix that tiny little problem that would be awesome ^_^ <3 =)",2018-10-06 19:08:47,Dominos
123,DannyMarie❤,So Convienent,5,False,"My guilty pleasure is pan crust dominos pizza with garlic butter. No shame. This app is AWESOME for me. It’s so convenient to be able to just tap some buttons on an app and have my favorite food at my door, not to mention I live in a fairly rural area and dominos is the only place that will deliver here. My pizza is always hot and fresh when I get it, and always shows up in a timely fashion. I’ve even had the store call me before to let me know why the one time it was late. The customer service is great and the app works beautifully and conveniently. Having the coupons and promotions in app to look at is great, between those and the piece of the pie rewards I’ve saved hundreds of dollars on pizza in the last few years",2019-04-22 16:39:05,Dominos
124,MingMing_BangBang,Needs more debugging,1,False,"Keeps forcing close on me! Can't even sign in!
So I go online for better service. I put in my order and track it. It'll say that it's on it's way then say it should've arrived & for me to enjoy. Meanwhile I'm waiting 2+ hours outside my dorm for the driver! I called in 3 times but the person speaking was just nonchalant and carefree like it's whatever. I wish sometimes the employees would imagine themselves in this frustrating situation. The driver called me and I answered but then they hung up so I texted them. Remember, I'm still standing outside. They tell me ""no answer so I left"". HOW!? I'm out here already because the tracker said you'd be here soon! I did NOT see any dominos car! So not only were they trying to play me but they lied. I'm assuming they called while on their way and decided to not even pull in when they didn't get an answer in time. Anyways it was midnight & I had class in the morning so I just canceled my order...",2018-01-09 00:27:24,Dominos
125,ScottyJNC,I hate that this app stiffs the driver.,2,False,"This is a well developed ordering app that has one glaring flaw. It screws the driver. If I select contactless delivery, there is NO WAY to add a tip for the driver. Don't even pretend you didn't think about this. I've sent feedback about this before, but it just goes to the local store manager who can do nothing about it.

I was a Domino's driver 35 years ago. There was no online ordering then and drivers were generally well tipped. But it's a different world now. People don't keep cash around just for tips. We like to use plastic and be done. By failing to include this simple function in your app, you leave me only two choices … get true contactless delivery and stiff the poor driver, or have a normal contact delivery and still have to tip in cash.

Fix this. I'm surprised you can keep drivers when you treat them this way.",2022-02-25 00:53:32,Dominos
126,Sondra K.,Magical Service!,5,False,"I really didn’t feel like cooking tonight, and after much hemming and hawing we decided on Dominos.  We ordered a pizza, a sandwich and a salad.  I must have put my order through on the app 2 seconds before they ran out of the sandwich stuff.  The store tried to call, but not knowing who it was, I didn’t answer.  My bad.
My husband went to the store to pick up the order, and called me when he got there to ask what I wanted instead.  I ordered a Hawaiian pizza (no peppers).  Being the amazing people that they are, they had looked at our previous orders, guessed what we might want and had already made another pizza! Magically, it was a Hawaiian pizza (no peppers)! 
Dominos at Washington Ave in Endicott, NY... you are amazing and magical!",2018-01-08 02:27:55,Dominos
127,pccddd,Logging on and paying,4,False,"Two things I’d like to see changed in the app are:
1st, the logon process. Having to still enter my email address/userid and password is archaic these days. Any app that is even trying to keep up with the times would allow you the option of saving your userid and the option on iPhones of using the finger print reader or Face ID for the password. 
2nd, the payment process. Once again, any app that is even trying to keep up ....., and once again, on iPhones, Apple Pay should be one of the payment options. 
Get with the times. Both of these convenience options for speeding up the ordering process have been available to app developers for years now. Try to keep up. 
Other than that, the app works fine.",2018-08-30 23:58:59,Dominos
128,ryanslauderdale,One improvement would make this a five star rating.,5,False,"Hey Domino’s! Your pizza is tasty, the service is good, and the app is solid. There’s one improvement I would like to see happen on the app, however. I would love to see the delivery addresses all get their own delivery instruction slots on the Pizza Profile, so that customers who consistently order pizza from your restaurant, and have it go to the same location every time, don’t have to fill out the delivery instructions every single time they place an order. If the information is already there, it makes for a more efficient and timely process of getting tasty pizza out to your customers.",2021-05-04 05:16:01,Dominos
129,Carter Minter,Best value to work ratio,5,False,"One can summon sustenance to their door with a mere touch of their thumbs. The food is calorically rich so a rate of no more than two per week is key. However, there is room for improvement. Domino’s should take a view at a key to past success in which they revamped their company. In this age of scrutiny into business ethics offering a selection of healthier options would be a tremendous venture. Domino’s ability to change their business in a large ways has been documented in the late 2000s when they campaigned to change from the worst to the best. It is truly a testament to thinking critically about what aspects make a successful business. Ergo, they shall always have my business, or money.",2017-10-27 19:20:32,Dominos
130,Slasher big Palm,Alright food extremely overpriced delivery.,4,False,"My / most local dominos are usually delivery only (there is 1 table with 2 seats in the franchise near me ) if most/ all of your orders are deliver or take out , how are you going to charge someone who lives less then 2 blocks away a $5.00 delivery fee and then expect me to tip my driver another 5 dollars ....I ordered 20 dollars worth of food added it all up and it didn’t cost over 25$ with taxes and delivery fee it said $45 and sense I used coupon I saved $20 but in reality the food only cost $20 so how did I save $20 ? If the delivery fee was what you needed to make money on delivery’s then I would get it but the fact is you wouldn’t have a business without delivery so stop ripping people off and charging them outrageous fees like Uber eats.",2020-03-19 00:10:29,Dominos
131,DTx21,Excellent App but minor query,5,False,"Is the ""Pizza Scanner"" feature now defunct? The last several times I tried using it (in the previous update), I kept running into an error that prevent led me from progressing, and now (in the current update) I can't even find the feature in the dropdown menu or anywhere on the UI. Is it gone for good? If so, it didn’t last very long, especially considering it could only be used once a week. 🙁 A little forewarning next time would be great, should I need know I’ll only ever be able to make use of an otherwise seemingly permanent feature 20+ times (if I maximize and capitalize upon my limited opportunities) before it goes out with a whimper and away for good.",2019-06-23 06:39:48,Dominos
132,NOLA_Rainbeaux,What happened to this app???,1,False,"I have used this app for years. Suddenly last week, I tried to log in and got the message that it has been locked due to too many failed login attempts. So I requested a password change. They had no record of an account with my email. Then I uninstalled and reinstalled, created a new account with a different email. AGAIN it said my account was locked for too many failed lol in attempts! This is ridiculous and really inconvenient, as I order Domino’s at least once a week, and I like my points toward free pizzas!  Original review:
This app has made ordering super easy, especially when I use the one-click feature for my favorite pizza. I've never had a mistake, and even got a message once when a driver didn't show up for work, just to let me know it might take a little longer. Very happy with the app. Use it about once a week!",2021-01-06 23:23:20,Dominos
133,Phil N DeBlanc,iPhone Domino's App not great,2,False,"I have ordered a specific pizza from Domino's from home and in hotels around the country.  I have problems eating since radiation on my neck in 2016.  I found that I can eat the thin crust pizza. Using my laptop to order on line has never been a problem.  This iPhone App was a train wreck from the start.  I was supposed to get 50% off.  $5.99 is  NOT 50% of $8.99.  Who taught you math?  It should be $4.50.  Then order wouldn't go through because it didn't meet their minimum.  Not only do I have trouble eating since my treatment, I can't eat very much.  Can't finish a small pizza.  So, how is this supposed to work.  I ordered a salad, which I cannot eat.  Hoping my wife will eat it.  It cost more than the pizza.  What's up with that?  Very bad experience.  Will go back to my laptop or try Pizza Hut/Papa John.  Very disappointed.",2020-10-10 21:09:57,Dominos
134,cocoandaugust,My account was hacked,1,False,"I would give this App 5 stars, but recently my app was hacked. The people who hacked my account are in a different state than me and they used all my pizza points to get a free pizza. I called the store once I was notified that the pizza was being made and told them that I did not order a pizza. They told me they would cancel the order once they got a photo of the I.D. of the person to turn it in to the fraud department. Then they told me to call customer service to get my points back. I have called 3 times (currently on hold waiting to talk to them again) and also written once..the only response I got was a generic email blaming me for the hack of their system. They didn’t say, we’re sorry this happened, or let us make this right..I’m not even asking for money back, I just want my points back. We use dominos all the time and I’m surprised they they aren’t interested in taking care of their customers.",2020-03-02 15:50:58,Dominos
135,Only1Zhane,Can’t be touched!,4,False,"When it comes to ordering pizza on those lazy days when I don’t want to cook, Dominoe’s always comes in for the win. The app is great! You can see everything you want: specials, coupons, endless ingredient options and more. The app keeps track of previous orders which makes things sooooo much easier when you order for a group and always like the same things. It’s like 3 clicks and you’re done. Customer service is always on it too. The only reason why they are getting 4 and not 5 stars is because of the pizza tracker. Sometimes it will say that the pizza has been delivered/ arrived and it hasn’t yet (like is still another 20+ minutes away - which can be a pain when a group is waiting)...Otherwise, I love it.",2020-01-09 22:52:28,Dominos
